"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Value","value_type","Denominator"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","%","509"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","5","%","509"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","15","%","509"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","10","%","509"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","10","%","509"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","9","%","509"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","%","509"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","9","%","509"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","%","509"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","4","%","509"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","22","%","509"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","2","%","2,380"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","5","%","2,380"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","7","%","2,380"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","9","%","2,380"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","11","%","2,380"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","9","%","2,380"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","8","%","2,380"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","8","%","2,380"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","5","%","2,380"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","5","%","2,380"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Asian/ Asian British","ONS 5+2","30","%","2,380"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","2","%","991"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","4","%","991"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","7","%","991"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","7","%","991"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","9","%","991"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","8","%","991"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","8","%","991"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","7","%","991"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","6","%","991"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","6","%","991"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Indian","ONS 5+2","38","%","991"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","2","%","585"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","7","%","585"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","7","%","585"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","11","%","585"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","12","%","585"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","12","%","585"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","9","%","585"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","10","%","585"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","6","%","585"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","4","%","585"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Pakistani","ONS 5+2","18","%","585"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","1","%","234"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","3","%","234"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","8","%","234"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","12","%","234"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","16","%","234"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","12","%","234"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","11","%","234"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","9","%","234"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","3","%","234"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","3","%","234"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Bangladeshi","ONS 5+2","20","%","234"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","5","%","217"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","5","%","217"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","10","%","217"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","8","%","217"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","8","%","217"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","6","%","217"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","5","%","217"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","8","%","217"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","6","%","217"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","8","%","217"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Chinese","ONS 5+2","32","%","217"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","2","%","353"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","4","%","353"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","8","%","353"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","9","%","353"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","11","%","353"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","9","%","353"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","9","%","353"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","8","%","353"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","5","%","353"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","6","%","353"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Any other Asian background","ONS 5+2","30","%","353"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","3","%","1,323"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","7","%","1,323"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","11","%","1,323"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","14","%","1,323"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","11","%","1,323"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","10","%","1,323"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","10","%","1,323"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","6","%","1,323"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","%","1,323"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","%","1,323"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","17","%","1,323"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","3","%","464"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","5","%","464"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","9","%","464"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","14","%","464"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","11","%","464"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","10","%","464"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","9","%","464"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","6","%","464"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","6","%","464"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","4","%","464"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","24","%","464"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","2","%","57,814"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","5","%","57,814"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","11","%","57,814"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","12","%","57,814"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","11","%","57,814"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","9","%","57,814"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","8","%","57,814"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","7","%","57,814"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","6","%","57,814"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","5","%","57,814"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","27","%","57,814"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","2","%","53,153"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","5","%","53,153"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","11","%","53,153"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","12","%","53,153"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","11","%","53,153"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","9","%","53,153"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","7","%","53,153"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","7","%","53,153"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","6","%","53,153"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","5","%","53,153"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","27","%","53,153"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","2","%","50,523"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","5","%","50,523"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","11","%","50,523"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","12","%","50,523"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","11","%","50,523"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","9","%","50,523"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","7","%","50,523"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","7","%","50,523"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","6","%","50,523"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","5","%","50,523"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","26","%","50,523"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","2","%","2,630"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","3","%","2,630"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","7","%","2,630"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","9","%","2,630"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","10","%","2,630"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","10","%","2,630"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","9","%","2,630"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","7","%","2,630"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","6","%","2,630"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","5","%","2,630"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","31","%","2,630"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","%","499"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","5","%","499"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","11","%","499"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","13","%","499"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","11","%","499"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","9","%","499"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","%","499"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","9","%","499"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","%","499"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","4","%","499"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","24","%","499"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","2","%","2,391"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","4","%","2,391"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","7","%","2,391"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","8","%","2,391"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","10","%","2,391"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","9","%","2,391"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","9","%","2,391"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","8","%","2,391"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","5","%","2,391"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","6","%","2,391"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","31","%","2,391"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","2","%","976"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","3","%","976"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","7","%","976"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","6","%","976"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","7","%","976"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","6","%","976"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","7","%","976"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","7","%","976"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","6","%","976"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","7","%","976"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","42","%","976"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","2","%","596"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","7","%","596"
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","7","%","596"
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","8","%","596"
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","13","%","596"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","12","%","596"
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","10","%","596"
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","8","%","596"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","6","%","596"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","5","%","596"
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","20","%","596"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","1","%","243"
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","2","%","243"
