"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator"
"Incapacity Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+186","K02000001","ONS geography code","All","All","All","All","2","714"
"Income Support by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+187","K02000001","ONS geography code","All","All","All","All","6","714"
"Industrial Injuries Disablement Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+188","K02000001","ONS geography code","All","All","All","All","0","714"
"Jobseeker's Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+189","K02000001","ONS geography code","All","All","All","All","7","714"
"On any income-related benefit by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+190","K02000001","ONS geography code","All","All","All","All","26","714"
"On any non-income-related benefit by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+191","K02000001","ONS geography code","All","All","All","All","40","714"
"Pension Credit by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+192","K02000001","ONS geography code","All","All","All","All","2","714"
"Severe Disablement Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+193","K02000001","ONS geography code","All","All","All","All","-","714"
"State Pension by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+194","K02000001","ONS geography code","All","All","All","All","5","714"
"Widow's Benefits by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+195","K02000001","ONS geography code","All","All","All","All","-","714"
"Working Tax Credit by ethnic group of head","2009/10-2011/12","Three-year average","Mixed","ONS 2011 5+196","K02000001","ONS geography code","All","All","All","All","8","714"
"All in receipt of benefit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+197","K02000001","ONS geography code","All","All","All","All","54","736"
"All in receipt of state support by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+198","K02000001","ONS geography code","All","All","All","All","55","736"
"All in receipt of Tax Credits by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+199","K02000001","ONS geography code","All","All","All","All","18","736"
"Armed Forces Compensation Scheme by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+200","K02000001","ONS geography code","All","All","All","All","-","736"
"Attendance Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+201","K02000001","ONS geography code","All","All","All","All","-","736"
"Carer's Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+202","K02000001","ONS geography code","All","All","All","All","-","736"
"Child Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+203","K02000001","ONS geography code","All","All","All","All","27","736"
"Child Tax Credit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+204","K02000001","ONS geography code","All","All","All","All","17","736"
"Council Tax Reduction by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+205","K02000001","ONS geography code","All","All","All","All","18","736"
"Disability Living Allowance (care component) by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+206","K02000001","ONS geography code","All","All","All","All","4","736"
"Disability Living Allowance (mobility component) by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+207","K02000001","ONS geography code","All","All","All","All","4","736"
"Employment and Support Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+208","K02000001","ONS geography code","All","All","All","All","1","736"
"Housing Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+209","K02000001","ONS geography code","All","All","All","All","17","736"
"Incapacity Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+210","K02000001","ONS geography code","All","All","All","All","2","736"
"Income Support by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+211","K02000001","ONS geography code","All","All","All","All","5","736"
"Industrial Injuries Disablement Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+212","K02000001","ONS geography code","All","All","All","All","0","736"
"Jobseeker's Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+213","K02000001","ONS geography code","All","All","All","All","5","736"
"On any income-related benefit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+214","K02000001","ONS geography code","All","All","All","All","23","736"
"On any non-income-related benefit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+215","K02000001","ONS geography code","All","All","All","All","45","736"
"Pension Credit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+216","K02000001","ONS geography code","All","All","All","All","2","736"
"Severe Disablement Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+217","K02000001","ONS geography code","All","All","All","All","0","736"
"State Pension by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+218","K02000001","ONS geography code","All","All","All","All","12","736"
"Widow's Benefits by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+219","K02000001","ONS geography code","All","All","All","All","-","736"
"Working Tax Credit by ethnic group of head","2009/10-2011/12","Three-year average","Other","ONS 2011 5+220","K02000001","ONS geography code","All","All","All","All","8","736"
"All in receipt of benefit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+221","K02000001","ONS geography code","All","All","All","All","54","915"
"All in receipt of state support by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+222","K02000001","ONS geography code","All","All","All","All","56","915"
"All in receipt of Tax Credits by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+223","K02000001","ONS geography code","All","All","All","All","30","915"
"Armed Forces Compensation Scheme by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+224","K02000001","ONS geography code","All","All","All","All","0","915"
"Attendance Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+225","K02000001","ONS geography code","All","All","All","All","1","915"
"Carer's Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+226","K02000001","ONS geography code","All","All","All","All","2","915"
"Child Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+227","K02000001","ONS geography code","All","All","All","All","36","915"
"Child Tax Credit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+228","K02000001","ONS geography code","All","All","All","All","28","915"
"Council Tax Reduction by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+229","K02000001","ONS geography code","All","All","All","All","20","915"
"Disability Living Allowance (care component) by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+230","K02000001","ONS geography code","All","All","All","All","6","915"
"Disability Living Allowance (mobility component) by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+231","K02000001","ONS geography code","All","All","All","All","6","915"
"Employment and Support Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+232","K02000001","ONS geography code","All","All","All","All","1","915"
"Housing Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+233","K02000001","ONS geography code","All","All","All","All","10","915"
"Incapacity Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+234","K02000001","ONS geography code","All","All","All","All","2","915"
"Income Support by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+235","K02000001","ONS geography code","All","All","All","All","7","915"
"Industrial Injuries Disablement Benefit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+236","K02000001","ONS geography code","All","All","All","All","-","915"
"Jobseeker's Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+237","K02000001","ONS geography code","All","All","All","All","5","915"
"On any income-related benefit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+238","K02000001","ONS geography code","All","All","All","All","26","915"
"On any non-income-related benefit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+239","K02000001","ONS geography code","All","All","All","All","49","915"
"Pension Credit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+240","K02000001","ONS geography code","All","All","All","All","4","915"
"Severe Disablement Allowance by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+241","K02000001","ONS geography code","All","All","All","All","-","915"
"State Pension by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+242","K02000001","ONS geography code","All","All","All","All","7","915"
"Widow's Benefits by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+243","K02000001","ONS geography code","All","All","All","All","-","915"
"Working Tax Credit by ethnic group of head","2009/10-2011/12","Three-year average","Pakistani","ONS 2011 5+244","K02000001","ONS geography code","All","All","All","All","17","915"
"All in receipt of benefit by ethnic group of head","2009/10-2011/12","Three-year average","White","ONS 2011 5+245","K02000001","ONS geography code","All","All","All","All","62","76709"
"All in receipt of state support by ethnic group of head","2009/10-2011/12","Three-year average","White","ONS 2011 5+246","K02000001","ONS geography code","All","All","All","All","63","76709"
"All in receipt of Tax Credits by ethnic group of head","2009/10-2011/12","Three-year average","White","ONS 2011 5+247","K02000001","ONS geography code","All","All","All","All","15","76709"
