"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","Pakistani/ Bangladehsi","Elementary Occupations","SOC 2010","12.8","%","326800","42000","7.24","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Managers, Directors And Senior Officials","SOC 2010","15.2","%","25648200","3890500","0.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Professional Occupations","SOC 2010","12.4","%","25648200","3174800","0.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Associate Professional And Technical Occupations","SOC 2010","14.3","%","25648200","3657100","0.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Administrative And Secretarial Occupations","SOC 2010","12.7","%","25648200","3248100","0.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Skilled Trades Occupations","SOC 2010","11.5","%","25648200","2953000","0.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Caring, Leisure And Other Service Occupations","SOC 2010","7.8","%","25648200","2001100","0.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Sales And Customer Service Occupations","SOC 2010","7.5","%","25648200","1926400","0.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Process, Plant And Machine Operatives","SOC 2010","7.5","%","25648200","1915100","0.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White","Elementary Occupations","SOC 2010","11.2","%","25648200","2882000","0.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Managers, Directors And Senior Officials","SOC 2010","15.2","%","24234300","3674500","0.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Professional Occupations","SOC 2010","12.1","%","24234300","2943200","0.61","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Associate Professional And Technical Occupations","SOC 2010","14.2","%","24234300","3437200","0.61","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Administrative And Secretarial Occupations","SOC 2010","12.8","%","24234300","3104600","0.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Skilled Trades Occupations","SOC 2010","11.6","%","24234300","2808000","0.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Caring, Leisure And Other Service Occupations","SOC 2010","7.8","%","24234300","1902400","0.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Sales And Customer Service Occupations","SOC 2010","7.6","%","24234300","1844300","0.62","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Process, Plant And Machine Operatives","SOC 2010","7.5","%","24234300","1824200","0.61","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White British","Elementary Occupations","SOC 2010","11.1","%","24234300","2696000","0.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Managers, Directors And Senior Officials","SOC 2010","15.3","%","1414000","216100","2.72","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Professional Occupations","SOC 2010","16.4","%","1414000","231500","2.70","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Associate Professional And Technical Occupations","SOC 2010","15.6","%","1414000","219900","2.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Administrative And Secretarial Occupations","SOC 2010","10.2","%","1414000","143600","2.71","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Skilled Trades Occupations","SOC 2010","10.3","%","1414000","145000","2.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Caring, Leisure And Other Service Occupations","SOC 2010","7.0","%","1414000","98800","2.72","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Sales And Customer Service Occupations","SOC 2010","5.8","%","1414000","82200","2.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Process, Plant And Machine Operatives","SOC 2010","6.4","%","1414000","90900","2.67","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2005","Year","White Other","Elementary Occupations","SOC 2010","13.2","%","1414000","186000","2.69","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Managers, Directors And Senior Officials","SOC 2010","15.0","%","28110100","4210600","0.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Professional Occupations","SOC 2010","13.0","%","28110100","3666800","0.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Associate Professional And Technical Occupations","SOC 2010","14.4","%","28110100","4046800","0.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Administrative And Secretarial Occupations","SOC 2010","12.1","%","28110100","3398700","0.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Skilled Trades Occupations","SOC 2010","11.0","%","28110100","3089400","0.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Caring, Leisure And Other Service Occupations","SOC 2010","8.0","%","28110100","2253800","0.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Sales And Customer Service Occupations","SOC 2010","7.7","%","28110100","2160600","0.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Process, Plant And Machine Operatives","SOC 2010","7.3","%","28110100","2058700","0.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","All","Elementary Occupations","SOC 2010","11.5","%","28110100","3224700","0.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Managers, Directors And Senior Officials","SOC 2010","15.5","%","1233700","190700","3.86","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Professional Occupations","SOC 2010","16.9","%","1233700","208200","3.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Associate Professional And Technical Occupations","SOC 2010","12.7","%","1233700","156300","4.03","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Administrative And Secretarial Occupations","SOC 2010","10.4","%","1233700","128500","4.04","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Skilled Trades Occupations","SOC 2010","6.3","%","1233700","78300","4.09","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Caring, Leisure And Other Service Occupations","SOC 2010","5.5","%","1233700","68200","3.94","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Sales And Customer Service Occupations","SOC 2010","11.3","%","1233700","139200","4.04","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Asian","Process, Plant And Machine Operatives","SOC 2010","9.3","%","1233700","115000","3.77","","","","","","",""
