"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Roman catholic","42.3","7232","306241.13"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Sikh","50.4","43","2165.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Academies and free schools","All","53.4","353786","18888238.52"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","52.3","473328","24774629.08"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","No SEN","All","All","All state-funded","All","55.2","412173","22753807.53"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","SEN State EHC","All","All","All state-funded","All","17.5","14026","245556.14"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","SEN Supp","All","All","All state-funded","All","38.7","45185","1747378.02"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Converter Academies","All","55.3","253277","13995375.45"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","FE 14-16 Colleges","All","14.3","1960","27984.39"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Free Schools","All","53.6","9214","493994.05"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","LA maintained mainstream","All","52.5","110504","5803095.92"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Sponsored Academies","All","48.3","87499","4228496.77"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","All","53","466784","24751224.08"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","48.1","28869","1389711.15"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","non-selective schools in other areas","State-funded mainstream","All","52.3","412080","21569197.02"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","selective schools","State-funded mainstream","All","73.9","23875","1764331.52"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded special schools","All","3.6","6544","23405"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","Studio Schools","All","43.4","904","39226.25"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","University Technical Colleges (UTCs)","All","45.3","2892","131146"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Church of England","53.8","26344","1417947.02"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Hindu","!","162","!"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Jewish","62.9","1357","85339.5"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Muslim","62.8","1104","69288.14"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","No religious character","52.8","381956","20164159.04"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Other Christian faith","57.1","8485","484805.15"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Roman catholic","54.8","45046","2469935.46"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Sikh","57.3","370","21215.38"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","49","211149","10343895.74"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","Academies and free schools","All","51.7","177997","9209551.49"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","Academies and free schools","All","28.6","5773","164852"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","Academies and free schools","All","35.4","27379","969492.25"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","Academies and free schools","All","34.2","33152","1134344.25"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","Academies and free schools","All","51.7","177997","9209551.49"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","Academies and free schools","All","44.4","14522","644105.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","Academies and free schools","All","48","185761","8909587.89"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","Academies and free schools","All","72.7","10866","790202.1"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","47.4","286588","13579883.66"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","51.6","233795","12055213.9"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","15.7","15749","246640.75"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","35.1","36092","1267182.01"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","29.2","51841","1513822.76"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","51.6","233795","12055213.9"
"Average Attainment 8 score","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","All state-funded","All","44.2","17202","759853.75"
