"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Qualification_level","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","1","% of cohort","2997","35"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","9","% of cohort","2997","278"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","9","% of cohort","2997","262"
"Student destinations after 16 to 18 study","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","7","% of cohort","2997","217"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","73","% of cohort","18092","13188"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","51","% of cohort","18092","9193"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","2","% of cohort","18092","403"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","20","% of cohort","18092","3592"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","11","% of cohort","18092","2061"
"Student destinations after 16 to 18 study","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","16","% of cohort","18092","2843"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","87","% of cohort","274264","239722"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","58","% of cohort","274264","158339"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","4","% of cohort","274264","11175"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","26","% of cohort","274264","70208"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","10","% of cohort","274264","28209"
"Student destinations after 16 to 18 study","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","2","% of cohort","274264","6333"
"Student destinations after 16 to 18 study","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","88","% of cohort","335489","296205"
"Student destinations after 16 to 18 study","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","63","% of cohort","335489","212737"
"Student destinations after 16 to 18 study","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","5","% of cohort","335489","15512"
"Student destinations after 16 to 18 study","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","20","% of cohort","335489","67956"
"Student destinations after 16 to 18 study","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","9","% of cohort","335489","31477"
"Student destinations after 16 to 18 study","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","2","% of cohort","335489","7807"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","88","% of cohort","4230","3721"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","78","% of cohort","4230","3298"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","2","% of cohort","4230","79"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","8","% of cohort","4230","344"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","8","% of cohort","4230","340"
"Student destinations after 16 to 18 study","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","4","% of cohort","4230","169"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","86","% of cohort","1592","1362"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","74","% of cohort","1592","1182"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","2","% of cohort","1592","33"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","9","% of cohort","1592","147"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","12","% of cohort","1592","184"
"Student destinations after 16 to 18 study","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","3","% of cohort","1592","46"
