"Measure","Time","Time_type","Ethnicity","Industry","SIC","Value","Value_type","Denominator","Numerator","CI"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","A-B: Agriculture & fishing","SIC 92","1.1","%","1427100","15600","2.4"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","C,E: Energy & water","SIC 92","0.7","%","1427100","9600","2.5"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","D: Manufacturing","SIC 92","11.2","%","1427100","160000","2.6"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","F: Construction","SIC 92","8.2","%","1427100","117300","2.8"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","G-H: Distribution, hotels & restaurants","SIC 92","19.1","%","1427100","273000","2.6"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","I: Transport & communication","SIC 92","6.3","%","1427100","89800","2.8"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","J-K: Banking, finance & insurance etc","SIC 92","19.6","%","1427100","279300","2.8"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","L-N: Public admin, education & health","SIC 92","26.3","%","1427100","374700","2.4"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","O-Q: Other services","SIC 92","7.5","%","1427100","107400","2.9"
"Proportion of ethnic group who are employed, split by industry","2005","Year","White Other","Workplace outside UK","SIC 92","0","%","1427100","400","2.8"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","A-B: Agriculture & fishing","SIC 92","1.3","%","28091700","368700","0.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","C,E: Energy & water","SIC 92","1","%","28091700","283500","0.4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","D: Manufacturing","SIC 92","13","%","28091700","3648400","0.4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","F: Construction","SIC 92","8","%","28091700","2246300","0.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","G-H: Distribution, hotels & restaurants","SIC 92","19","%","28091700","5343300","0.4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","I: Transport & communication","SIC 92","6.8","%","28091700","1909600","0.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","J-K: Banking, finance & insurance etc","SIC 92","16","%","28091700","4493800","0.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","L-N: Public admin, educ & health","SIC 92","28.6","%","28091700","8033200","0.4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","O-Q: Other services","SIC 92","6.3","%","28091700","1760300","0.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","All","Workplace outside UK","SIC 92","0","%","28091700","4500","0.6"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","A-B: Agriculture & fishing","SIC 92","0.1","%","1231900","1000","4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","C,E: Energy & water","SIC 92","0.5","%","1231900","6600","4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","D: Manufacturing","SIC 92","11.2","%","1231900","137700","3.8"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","F: Construction","SIC 92","2.8","%","1231900","34200","4.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","G-H: Distribution, hotels & restaurants","SIC 92","28.3","%","1231900","348700","3.6"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","I: Transport & communication","SIC 92","10.1","%","1231900","124900","3.9"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","J-K: Banking, finance & insurance etc","SIC 92","18.8","%","1231900","232000","4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","L-N: Public admin, educ & health","SIC 92","24.7","%","1231900","304000","3.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","O-Q: Other services","SIC 92","3.5","%","1231900","42900","4.3"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Asian","Workplace outside UK","SIC 92","-","%","1231900","-","-"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","A-B: Agriculture & fishing","SIC 92","0.1","%","580000","900","6.1"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","C,E: Energy & water","SIC 92","0.3","%","580000","1700","6.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","D: Manufacturing","SIC 92","6.7","%","580000","38900","6.1"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","F: Construction","SIC 92","3.8","%","580000","21900","6.3"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","G-H: Distribution, hotels & restaurants","SIC 92","15.4","%","580000","89200","6.1"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","I: Transport & communication","SIC 92","8.5","%","580000","49100","6.3"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","J-K: Banking, finance & insurance etc","SIC 92","17.4","%","580000","101200","6"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","L-N: Public admin, educ & health","SIC 92","41.5","%","580000","240800","4.9"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","O-Q: Other services","SIC 92","6.3","%","580000","36600","6.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Black","Workplace outside UK","SIC 92","-","%","580000","-","-"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","A-B: Agriculture & fishing","SIC 92","-","%","594000","-","-"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","C,E: Energy & water","SIC 92","0.6","%","594000","3300","5.4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","D: Manufacturing","SIC 92","12.6","%","594000","74900","5.4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","F: Construction","SIC 92","3.6","%","594000","21500","6.6"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","G-H: Distribution, hotels & restaurants","SIC 92","23.2","%","594000","138100","5.3"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","I: Transport & communication","SIC 92","8.4","%","594000","50200","5.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","J-K: Banking, finance & insurance etc","SIC 92","21.5","%","594000","127600","5.6"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","L-N: Public admin, educ & health","SIC 92","26.9","%","594000","159700","5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","O-Q: Other services","SIC 92","3.1","%","594000","18400","6.2"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Indian","Workplace outside UK","SIC 92","-","%","594000","-","-"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","A-B: Agriculture & fishing","SIC 92","-","%","182700","-","-"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","C,E: Energy & water","SIC 92","0.7","%","182700","1300","8"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","D: Manufacturing","SIC 92","10.8","%","182700","19700","9"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","F: Construction","SIC 92","3.6","%","182700","6600","8.6"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","G-H: Distribution, hotels & restaurants","SIC 92","23.9","%","182700","43600","8.1"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","I: Transport & communication","SIC 92","6.1","%","182700","11100","8.8"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","J-K: Banking, finance & insurance etc","SIC 92","18.1","%","182700","33100","8.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","L-N: Public admin, educ & health","SIC 92","29.4","%","182700","53700","7.5"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","O-Q: Other services","SIC 92","7","%","182700","12800","9.1"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Mixed","Workplace outside UK","SIC 92","-","%","182700","-","-"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","A-B: Agriculture & fishing","SIC 92","-","%","289600","-","-"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","C,E: Energy & water","SIC 92","0.6","%","289600","1800","8.7"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","D: Manufacturing","SIC 92","10","%","289600","29000","8.2"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","F: Construction","SIC 92","2.2","%","289600","6300","9.4"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","G-H: Distribution, hotels & restaurants","SIC 92","32.3","%","289600","93500","7.2"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","I: Transport & communication","SIC 92","6.6","%","289600","19000","8.7"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","J-K: Banking, finance & insurance etc","SIC 92","16.2","%","289600","47100","8.2"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","L-N: Public admin, educ & health","SIC 92","27","%","289600","78200","7.2"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","O-Q: Other services","SIC 92","4.9","%","289600","14200","8.6"
"Proportion of ethnic group who are employed, split by industry","2006","Year","Other Asian","Workplace outside UK","SIC 92","-","%","289600","-","-"
