"Measure","Source","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value_type","Denominator"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","White","ONS 5+2","K02000001","9","%","52533"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","White","ONS 5+2","K02000001","2","%","52533"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","White","ONS 5+2","K02000001","1","%","52533"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","White","ONS 5+2","K02000001","8","%","52533"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","White","ONS 5+2","K02000001","9","%","52533"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","White","ONS 5+2","K02000001","2","%","52533"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","White","ONS 5+2","K02000001","4","%","52533"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","White","ONS 5+2","K02000001","3","%","52533"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","White British","ONS 5+2","K02000001","62","%","49674"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","White British","ONS 5+2","K02000001","8","%","49674"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","White British","ONS 5+2","K02000001","2","%","49674"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","White British","ONS 5+2","K02000001","1","%","49674"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","White British","ONS 5+2","K02000001","8","%","49674"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","White British","ONS 5+2","K02000001","10","%","49674"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","White British","ONS 5+2","K02000001","2","%","49674"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","White British","ONS 5+2","K02000001","4","%","49674"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","White British","ONS 5+2","K02000001","3","%","49674"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","White other","ONS 5+2","K02000001","74","%","2859"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","White other","ONS 5+2","K02000001","14","%","2859"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","White other","ONS 5+2","K02000001","1","%","2859"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","White other","ONS 5+2","K02000001","1","%","2859"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","White other","ONS 5+2","K02000001","2","%","2859"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","White other","ONS 5+2","K02000001","2","%","2859"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","White other","ONS 5+2","K02000001","-","%","2859"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","White other","ONS 5+2","K02000001","3","%","2859"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","White other","ONS 5+2","K02000001","4","%","2859"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Mixed","ONS 5+2","K02000001","73","%","498"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Mixed","ONS 5+2","K02000001","6","%","498"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Mixed","ONS 5+2","K02000001","2","%","498"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Mixed","ONS 5+2","K02000001","2","%","498"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Mixed","ONS 5+2","K02000001","2","%","498"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Mixed","ONS 5+2","K02000001","3","%","498"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Mixed","ONS 5+2","K02000001","1","%","498"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Mixed","ONS 5+2","K02000001","5","%","498"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Mixed","ONS 5+2","K02000001","7","%","498"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Asian","ONS 5+2","K02000001","70","%","2566"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Asian","ONS 5+2","K02000001","10","%","2566"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Asian","ONS 5+2","K02000001","1","%","2566"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Asian","ONS 5+2","K02000001","3","%","2566"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Asian","ONS 5+2","K02000001","3","%","2566"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Asian","ONS 5+2","K02000001","2","%","2566"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Asian","ONS 5+2","K02000001","1","%","2566"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Asian","ONS 5+2","K02000001","5","%","2566"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Asian","ONS 5+2","K02000001","7","%","2566"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Indian","ONS 5+2","K02000001","78","%","1046"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Indian","ONS 5+2","K02000001","8","%","1046"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Indian","ONS 5+2","K02000001","1","%","1046"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Indian","ONS 5+2","K02000001","1","%","1046"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Indian","ONS 5+2","K02000001","3","%","1046"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Indian","ONS 5+2","K02000001","2","%","1046"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Indian","ONS 5+2","K02000001","1","%","1046"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Indian","ONS 5+2","K02000001","2","%","1046"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Indian","ONS 5+2","K02000001","4","%","1046"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","59","%","653"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","14","%","653"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","-","%","653"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","7","%","653"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","3","%","653"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","1","%","653"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","2","%","653"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","8","%","653"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","5","%","653"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","60","%","275"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","6","%","275"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","-","%","275"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","9","%","275"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","3","%","275"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","1","%","275"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","2","%","275"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","13","%","275"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","5","%","275"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Chinese","ONS 5+2","K02000001","57","%","229"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Chinese","ONS 5+2","K02000001","11","%","229"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Chinese","ONS 5+2","K02000001","1","%","229"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Chinese","ONS 5+2","K02000001","1","%","229"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Chinese","ONS 5+2","K02000001","2","%","229"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Chinese","ONS 5+2","K02000001","1","%","229"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Chinese","ONS 5+2","K02000001","-","%","229"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Chinese","ONS 5+2","K02000001","3","%","229"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Chinese","ONS 5+2","K02000001","24","%","229"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Asian other","ONS 5+2","K02000001","70","%","363"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Asian other","ONS 5+2","K02000001","10","%","363"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Asian other","ONS 5+2","K02000001","1","%","363"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","363"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","363"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","363"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Asian other","ONS 5+2","K02000001","-","%","363"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Asian other","ONS 5+2","K02000001","5","%","363"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Asian other","ONS 5+2","K02000001","7","%","363"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Black","ONS 5+2","K02000001","68","%","1313"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Black","ONS 5+2","K02000001","8","%","1313"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Black","ONS 5+2","K02000001","-","%","1313"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Black","ONS 5+2","K02000001","4","%","1313"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Black","ONS 5+2","K02000001","3","%","1313"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Black","ONS 5+2","K02000001","2","%","1313"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Black","ONS 5+2","K02000001","1","%","1313"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Black","ONS 5+2","K02000001","7","%","1313"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Black","ONS 5+2","K02000001","6","%","1313"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","Other","ONS 5+2","K02000001","71","%","588"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","Other","ONS 5+2","K02000001","9","%","588"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","Other","ONS 5+2","K02000001","1","%","588"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","Other","ONS 5+2","K02000001","3","%","588"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","Other","ONS 5+2","K02000001","2","%","588"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","Other","ONS 5+2","K02000001","2","%","588"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","Other","ONS 5+2","K02000001","1","%","588"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","Other","ONS 5+2","K02000001","6","%","588"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","Other","ONS 5+2","K02000001","5","%","588"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","All","ONS 5+2","K02000001","65","%","48386"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","All","ONS 5+2","K02000001","8","%","48386"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","All","ONS 5+2","K02000001","1","%","48386"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","All","ONS 5+2","K02000001","1","%","48386"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","All","ONS 5+2","K02000001","7","%","48386"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","All","ONS 5+2","K02000001","9","%","48386"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","All","ONS 5+2","K02000001","2","%","48386"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","All","ONS 5+2","K02000001","4","%","48386"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","All","ONS 5+2","K02000001","3","%","48386"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","White","ONS 5+2","K02000001","64","%","44228"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","White","ONS 5+2","K02000001","8","%","44228"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","White","ONS 5+2","K02000001","1","%","44228"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","White","ONS 5+2","K02000001","1","%","44228"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","White","ONS 5+2","K02000001","8","%","44228"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","White","ONS 5+2","K02000001","9","%","44228"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","White","ONS 5+2","K02000001","2","%","44228"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","White","ONS 5+2","K02000001","4","%","44228"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","White","ONS 5+2","K02000001","3","%","44228"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","White British","ONS 5+2","K02000001","63","%","41909"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","White British","ONS 5+2","K02000001","8","%","41909"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","White British","ONS 5+2","K02000001","1","%","41909"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","White British","ONS 5+2","K02000001","1","%","41909"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","White British","ONS 5+2","K02000001","8","%","41909"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","White British","ONS 5+2","K02000001","10","%","41909"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","White British","ONS 5+2","K02000001","2","%","41909"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","White British","ONS 5+2","K02000001","4","%","41909"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","White British","ONS 5+2","K02000001","3","%","41909"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","White other","ONS 5+2","K02000001","75","%","2319"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","White other","ONS 5+2","K02000001","12","%","2319"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","White other","ONS 5+2","K02000001","2","%","2319"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","White other","ONS 5+2","K02000001","1","%","2319"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","White other","ONS 5+2","K02000001","2","%","2319"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","White other","ONS 5+2","K02000001","2","%","2319"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","White other","ONS 5+2","K02000001","-","%","2319"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","White other","ONS 5+2","K02000001","2","%","2319"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","White other","ONS 5+2","K02000001","4","%","2319"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Mixed","ONS 5+2","K02000001","75","%","441"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Mixed","ONS 5+2","K02000001","6","%","441"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Mixed","ONS 5+2","K02000001","2","%","441"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Mixed","ONS 5+2","K02000001","2","%","441"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Mixed","ONS 5+2","K02000001","2","%","441"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Mixed","ONS 5+2","K02000001","3","%","441"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Mixed","ONS 5+2","K02000001","1","%","441"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Mixed","ONS 5+2","K02000001","4","%","441"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Mixed","ONS 5+2","K02000001","5","%","441"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Asian","ONS 5+2","K02000001","72","%","2135"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Asian","ONS 5+2","K02000001","8","%","2135"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Asian","ONS 5+2","K02000001","1","%","2135"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Asian","ONS 5+2","K02000001","3","%","2135"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Asian","ONS 5+2","K02000001","3","%","2135"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Asian","ONS 5+2","K02000001","2","%","2135"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Asian","ONS 5+2","K02000001","1","%","2135"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Asian","ONS 5+2","K02000001","5","%","2135"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Asian","ONS 5+2","K02000001","7","%","2135"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Indian","ONS 5+2","K02000001","78","%","888"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Indian","ONS 5+2","K02000001","7","%","888"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Indian","ONS 5+2","K02000001","1","%","888"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Indian","ONS 5+2","K02000001","1","%","888"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Indian","ONS 5+2","K02000001","4","%","888"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Indian","ONS 5+2","K02000001","3","%","888"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Indian","ONS 5+2","K02000001","1","%","888"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Indian","ONS 5+2","K02000001","2","%","888"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Indian","ONS 5+2","K02000001","4","%","888"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","64","%","530"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","10","%","530"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","-","%","530"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","6","%","530"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","3","%","530"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","1","%","530"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","2","%","530"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","8","%","530"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","6","%","530"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","61","%","223"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","7","%","223"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","-","%","223"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","7","%","223"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","3","%","223"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","1","%","223"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","2","%","223"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","11","%","223"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Bangladeshi","ONS 5+2","K02000001","6","%","223"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Chinese","ONS 5+2","K02000001","63","%","188"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Chinese","ONS 5+2","K02000001","5","%","188"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Chinese","ONS 5+2","K02000001","1","%","188"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Chinese","ONS 5+2","K02000001","1","%","188"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Chinese","ONS 5+2","K02000001","2","%","188"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Chinese","ONS 5+2","K02000001","1","%","188"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Chinese","ONS 5+2","K02000001","-","%","188"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Chinese","ONS 5+2","K02000001","3","%","188"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Chinese","ONS 5+2","K02000001","23","%","188"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Asian other","ONS 5+2","K02000001","74","%","306"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Asian other","ONS 5+2","K02000001","7","%","306"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Asian other","ONS 5+2","K02000001","1","%","306"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Asian other","ONS 5+2","K02000001","2","%","306"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Asian other","ONS 5+2","K02000001","2","%","306"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Asian other","ONS 5+2","K02000001","2","%","306"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Asian other","ONS 5+2","K02000001","1","%","306"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Asian other","ONS 5+2","K02000001","4","%","306"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Asian other","ONS 5+2","K02000001","7","%","306"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Black","ONS 5+2","K02000001","70","%","1086"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Black","ONS 5+2","K02000001","7","%","1086"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Black","ONS 5+2","K02000001","-","%","1086"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Black","ONS 5+2","K02000001","3","%","1086"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Black","ONS 5+2","K02000001","3","%","1086"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Black","ONS 5+2","K02000001","3","%","1086"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Black","ONS 5+2","K02000001","1","%","1086"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Black","ONS 5+2","K02000001","7","%","1086"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Black","ONS 5+2","K02000001","5","%","1086"
"Gross household income by ethnic group of the head of the household","Wages/salary","2018/19-2020/21","Other","ONS 5+2","K02000001","75","%","496"
"Gross household income by ethnic group of the head of the household","Self-employment","2018/19-2020/21","Other","ONS 5+2","K02000001","9","%","496"
"Gross household income by ethnic group of the head of the household","Investments","2018/19-2020/21","Other","ONS 5+2","K02000001","1","%","496"
"Gross household income by ethnic group of the head of the household","Tax credits","2018/19-2020/21","Other","ONS 5+2","K02000001","2","%","496"
"Gross household income by ethnic group of the head of the household","State pension","2018/19-2020/21","Other","ONS 5+2","K02000001","2","%","496"
"Gross household income by ethnic group of the head of the household","Private pension","2018/19-2020/21","Other","ONS 5+2","K02000001","2","%","496"
"Gross household income by ethnic group of the head of the household","Disability benefit","2018/19-2020/21","Other","ONS 5+2","K02000001","1","%","496"
"Gross household income by ethnic group of the head of the household","Other benefits","2018/19-2020/21","Other","ONS 5+2","K02000001","4","%","496"
"Gross household income by ethnic group of the head of the household","Other","2018/19-2020/21","Other","ONS 5+2","K02000001","4","%","496"
