"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","All Pupils","All Pupils","15.6","%","32"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Boys","All Pupils","13","%","23"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Girls","All Pupils","22.2","%","9"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","All Pupils","All Pupils","18.2","%","11"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Boys","All Pupils","12.5","%","8"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Girls","All Pupils","33.3","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","All Pupils","All Pupils","66.7","%","6"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Boys","All Pupils","75","%","4"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Girls","All Pupils","50","%","2"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","All Pupils","All Pupils","12.2","%","49"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Boys","All Pupils","14.3","%","21"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Girls","All Pupils","10.7","%","28"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","All Pupils","All Pupils","13.2","%","4434"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Boys","All Pupils","10.5","%","2257"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Girls","All Pupils","16","%","2177"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Northumberland","Local authority","E06000057","All Pupils","All Pupils","12.7","%","3056"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Northumberland","Local authority","E06000057","Boys","All Pupils","9","%","1559"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Northumberland","Local authority","E06000057","Girls","All Pupils","16.4","%","1497"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","All Pupils","All Pupils","22","%","41"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Boys","All Pupils","15","%","20"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Girls","All Pupils","28.6","%","21"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","All Pupils","All Pupils","16.7","%","6"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Boys","All Pupils","0","%","4"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Girls","All Pupils","50","%","2"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","All Pupils","All Pupils","0","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Boys","All Pupils","0","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","All Pupils","All Pupils","10.3","%","39"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Boys","All Pupils","12","%","25"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Girls","All Pupils","7.1","%","14"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","All Pupils","All Pupils","12.7","%","2933"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Boys","All Pupils","9","%","1491"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Northumberland","Local authority","E06000057","Girls","All Pupils","16.5","%","1442"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","16.7","%","2438"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","14.1","%","1270"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","19.4","%","1168"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","25.7","%","268"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","20.9","%","134"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","30.6","%","134"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","16.5","%","91"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","9.5","%","42"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","22.4","%","49"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","50","%","16"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","20","%","5"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","63.6","%","11"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","31.2","%","77"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","31.6","%","38"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","30.8","%","39"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","All Pupils","All Pupils","14.5","%","1906"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Boys","All Pupils","13","%","996"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local authority","E08000021","Girls","All Pupils","16.3","%","910"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","16.9","%","1879"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","North Tyneside","Local authority","E08000022","Boys","All Pupils","11.8","%","948"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","North Tyneside","Local authority","E08000022","Girls","All Pupils","22.1","%","931"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","20.6","%","34"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Boys","All Pupils","18.2","%","22"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","Girls","All Pupils","25","%","12"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Tyneside","Local authority","E08000022","All Pupils","All Pupils","11.1","%","9"
