"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Value_Type","Denominator"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","46.4","%","732"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","82.3","%","186"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","11.4","%","44"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","54.3","%","928"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","14.7","%","34"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","0","%","10"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","44.4","%","63"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","25.4","%","10016"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","23.8","%","8471"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","20.2","%","736"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","100","%","2"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","20","%","15"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","40","%","10"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","22.7","%","9586"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","32.8","%","201"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","23.2","%","1510"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","36.4","%","11"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","22.6","%","12199"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","13.8","%","718"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","20.5","%","10677"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","68.8","%","661"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","5.2","%","1306"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","24.6","%","10890"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","6.2","%","1058"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","0.8","%","248"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","9.3","%","2183"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","28","%","3694"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","25.2","%","4450"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","11.2","%","756"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","33.4","%","2392"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","30.7","%","2744"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","12.2","%","352"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","24.3","%","1190"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","21.7","%","1462"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","10.3","%","272"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","15.5","%","2740"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","13.3","%","3543"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","5.7","%","803"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","27.8","%","3131"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","25.4","%","4111"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","17.9","%","980"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","17.6","%","2897"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","15.8","%","3421"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","5.9","%","524"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","21.4","%","172590"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","20.4","%","136779"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","20.2","%","10418"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","0","%","2"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","35.3","%","552"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","100","%","1"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","19.3","%","159113"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","22.3","%","3601"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","22.8","%","18329"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","100","%","1"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","19.6","%","194197"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","10","%","13715"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","18.4","%","169967"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","66.5","%","8037"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","4.5","%","20786"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","21.4","%","173399"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","5.4","%","16770"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","1.1","%","4016"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","5","%","21607"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","26","%","11732"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","25.1","%","12863"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","15.8","%","1131"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","1","%","416"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0.8","%","590"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0.6","%","174"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0","%","21"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","0","%","56"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","0","%","35"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","21","%","159702"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","19.2","%","179874"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","4.4","%","20172"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","33","%","719"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","30.3","%","814"
"Percentage entering the English Baccalaureate (EBacc)","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","10.5","%","95"
