"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Denominator"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","51.8","3131"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","50.2","4111"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","45.3","980"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","44.6","2897"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","43.3","3421"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","35.7","524"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","50.6","172590"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","49.7","136779"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","50.8","10418"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","33","2"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","61.2","552"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","88","1"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","49","159113"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","50.2","3601"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","51.4","18329"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","76.5","1"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","48.8","194197"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","44","13715"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","48.8","170265"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","71.2","8037"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","29.8","20786"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","51.1","173399"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","34","16770"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","12.1","4016"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","34.8","21607"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","50.6","11732"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","49.8","12863"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","42.4","1131"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","21.1","416"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","20.5","590"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","19.2","174"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","32.6","21"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","25.8","56"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","21.7","35"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","50.7","159702"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","48.9","179874"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","34.5","20172"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","56","719"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","54.3","814"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","41.4","95"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","Ethnicities used by the National Pupil Database (19)","England","Country","E92000003","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","47.4","513356"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000004","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","51","55026"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","Ethnicities used by the National Pupil Database (19)","England","Country","E92000005","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","46","28333"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","Ethnicities used by the National Pupil Database (19)","England","Country","E92000006","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","64.9","1853"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","Ethnicities used by the National Pupil Database (19)","England","Country","E92000007","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","48.2","24142"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","Ethnicities used by the National Pupil Database (19)","England","Country","E92000008","All Pupils","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","47","388496"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","Ethnicities used by the National Pupil Database (19)","England","Country","E92000009","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","45","259426"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000010","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","48.8","28056"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","Ethnicities used by the National Pupil Database (19)","England","Country","E92000011","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","42.6","13883"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","Ethnicities used by the National Pupil Database (19)","England","Country","E92000012","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","63","887"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","Ethnicities used by the National Pupil Database (19)","England","Country","E92000013","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","45.8","12068"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","Ethnicities used by the National Pupil Database (19)","England","Country","E92000014","Boys","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","44.6","196470"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","All Pupils","Ethnicities used by the National Pupil Database (19)","England","Country","E92000015","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","49.9","253930"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000016","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","53.4","26970"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Black","Ethnicities used by the National Pupil Database (19)","England","Country","E92000017","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","49.2","14450"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Chinese","Ethnicities used by the National Pupil Database (19)","England","Country","E92000018","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","66.7","966"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","Mixed","Ethnicities used by the National Pupil Database (19)","England","Country","E92000019","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","50.6","12074"
"Average Attainment 8 score per pupil","2017/18","2018","Academic Year","White","Ethnicities used by the National Pupil Database (19)","England","Country","E92000020","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","All Pupils","49.4","192026"
