"Measure","Time","Type_type","Ethnicity","Ethnicity_Type","Local Authority","School type","Value","Denominator","Numerator"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Derby","","4.6","226,765","10,422"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Derby","","6.9","185,740","12,734"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Derby","","5.3","8,610,922","455,797"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Derbyshire","","4.9","2,241,450","109,319"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Derbyshire","","4.3","339,394","14,478"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Derbyshire","","3.9","113,280","4,388"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Derbyshire","","2.1","91,211","1,901"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Derbyshire","","5.1","899,606","45,463"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Derbyshire","","4.9","79,886","3,903"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Derbyshire","","5.8","286,180","16,618"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Derbyshire","","4.6","30,728,402","1,418,821"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Devon","","5","2,302,678","115,037"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Devon","","3.9","194,951","7,660"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Devon","","3.3","53,992","1,803"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Devon","","3.5","64,485","2,270"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Devon","","5.1","689,409","34,951"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Devon","","4.5","227,942","10,313"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Devon","","6.1","554,075","33,709"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Devon","","4.8","28,775,733","1,378,179"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Doncaster","","5.7","2,092,375","118,736"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Doncaster","","4.6","397,861","18,335"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Doncaster","","2.9","164,726","4,859"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Doncaster","","2.2","52,240","1,124"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Doncaster","","5.4","396,875","21,605"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Doncaster","","5.3","129,835","6,915"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Doncaster","","6.9","94,543","6,561"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Doncaster","","5.6","12,659,353","710,784"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Dorset","","5.1","1,326,753","68,023"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Dorset","","4","145,077","5,841"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Dorset","","3.6","32,423","1,182"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Dorset","","3.3","34,777","1,136"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Dorset","","4.9","487,020","23,762"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Dorset","","5.1","38,945","1,974"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Dorset","","6.7","166,463","11,129"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Dorset","","5.1","16,084,098","813,574"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Dudley","","5.2","3,479,079","180,464"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Dudley","","4.8","1,489,711","71,669"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Dudley","","3.6","379,560","13,545"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Dudley","","2.2","36,298","789"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Dudley","","5.9","962,418","56,773"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Dudley","","4.8","268,821","12,914"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Dudley","","6.9","124,645","8,580"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Dudley","","5","11,267,435","564,632"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Durham","","4.9","1,085,302","52,962"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Durham","","4","146,361","5,892"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Durham","","3.8","51,831","1,972"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Durham","","2","57,429","1,161"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Durham","","4.2","310,887","13,137"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Durham","","4.9","90,607","4,445"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Durham","","5","51,950","2,616"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Durham","","4.9","20,850,350","1,024,829"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Ealing","","4.3","12,969,991","559,100"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Ealing","","4.2","4,447,357","185,969"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Ealing","","4.1","2,422,189","98,794"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Ealing","","2.6","60,784","1,610"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Ealing","","4.9","1,339,055","65,055"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Ealing","","4.2","2,264,788","95,434"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Ealing","","4.7","200,832","9,413"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Ealing","","4.6","4,669,144","216,086"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","East Riding of Yorkshire","","4.7","936,029","44,356"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","East Riding of Yorkshire","","4.7","68,360","3,187"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","East Riding of Yorkshire","","3.8","18,912","710"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","East Riding of Yorkshire","","3.9","7,664","297"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","East Riding of Yorkshire","","4.6","307,577","14,032"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","East Riding of Yorkshire","","4","62,974","2,514"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","East Riding of Yorkshire","","5.1","107,874","5,523"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","East Riding of Yorkshire","","4.6","13,260,962","606,523"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","East Sussex","","5.3","2,796,492","148,615"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","East Sussex","","4","415,356","16,499"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","East Sussex","","4.2","149,071","6,306"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","East Sussex","","2.3","57,532","1,326"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","East Sussex","","5.5","1,015,883","56,146"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","East Sussex","","4.6","101,490","4,707"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","East Sussex","","7.6","273,870","20,726"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","East Sussex","","5.3","19,283,647","1,021,962"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Enfield","","4.7","13,466,076","639,561"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Enfield","","4.6","1,392,242","63,545"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Enfield","","3.8","4,142,676","158,109"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Enfield","","2.2","84,254","1,842"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Enfield","","5","1,783,408","89,203"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Enfield","","4.6","967,753","44,853"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Enfield","","5.9","435,726","25,777"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Enfield","","5.4","8,304,689","449,077"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Essex","","4.3","10,612,431","451,695"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Essex","","4","1,702,961","67,679"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Essex","","2.8","1,993,438","54,995"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Essex","","2.5","237,797","5,904"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Essex","","4.8","3,064,670","145,697"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Essex","","3.7","487,970","18,035"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Essex","","5.4","1,136,464","61,754"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Essex","","4.8","55,549,164","2,651,743"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Gateshead","","4.1","945,656","38,402"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Gateshead","","4.5","201,312","9,057"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Gateshead","","2.2","127,399","2,770"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Gateshead","","2.1","45,273","969"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Gateshead","","4","164,790","6,514"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Gateshead","","4","144,819","5,806"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Gateshead","","4.4","154,180","6,733"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Gateshead","","4.7","7,571,809","354,440"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Gloucestershire","","5.3","4,229,884","223,298"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Gloucestershire","","4","811,660","32,408"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Gloucestershire","","3.5","379,333","13,314"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Gloucestershire","","4.1","68,685","2,796"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Gloucestershire","","5.3","1,245,930","66,609"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Gloucestershire","","4.8","94,947","4,525"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Gloucestershire","","5.8","349,465","20,250"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Gloucestershire","","4.8","23,753,355","1,133,932"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Greenwich","","3.8","8,366,312","316,069"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Greenwich","","4","1,000,550","39,653"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Greenwich","","3","4,028,492","119,207"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Greenwich","","2.4","158,485","3,876"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Greenwich","","5","1,351,713","67,247"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Greenwich","","3.8","308,743","11,812"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Greenwich","","5.7","121,477","6,871"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Greenwich","","5.7","5,399,367","307,681"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Hackney","","4.3","8,445,582","360,597"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Hackney","","4.6","1,196,670","55,348"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Hackney","","3.6","3,613,589","130,196"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Hackney","","2","70,780","1,399"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Hackney","","5","1,095,543","54,693"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Hackney","","4.1","593,462","24,326"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Hackney","","5.2","104,126","5,410"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Hackney","","4.7","3,539,099","167,332"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Halton","","5","324,022","16,143"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Halton","","4","18,221","728"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Halton","","4","6,796","274"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Halton","","2.3","2,382","55"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Halton","","5","152,477","7,641"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Halton","","4.3","16,500","713"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Halton","","5.5","82,751","4,548"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Halton","","5.3","5,778,562","305,662"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Hammersmith and Fulham","","4.9","4,093,052","198,634"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Hammersmith and Fulham","","4.6","410,164","19,007"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Hammersmith and Fulham","","4.7","1,350,571","63,926"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Hammersmith and Fulham","","3.5","22,436","776"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Hammersmith and Fulham","","5.3","763,727","40,756"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Hammersmith and Fulham","","5","602,973","30,366"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Hammersmith and Fulham","","5.6","153,272","8,651"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Hammersmith and Fulham","","5.1","2,454,666","124,254"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Hampshire","","4.3","7,452,086","318,225"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Hampshire","","3.7","1,700,342","63,714"
"Overall Absence Rate","2017/18","Academic year","Black","ONS 5+1","Hampshire","","2.7","678,737","18,612"
"Overall Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Hampshire","","3.2","185,251","5,846"
"Overall Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Hampshire","","4.3","2,136,771","91,128"
"Overall Absence Rate","2017/18","Academic year","Other","ONS 5+1","Hampshire","","3.8","283,401","10,657"
"Overall Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Hampshire","","5.6","478,178","26,558"
"Overall Absence Rate","2017/18","Academic year","White","ONS 5+1","Hampshire","","4.6","52,736,300","2,405,582"
"Overall Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Haringey","","4.7","8,996,110","420,119"
"Overall Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Haringey","","4.9","676,478","32,906"
