"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","non-selective schools in highly selective areas","State-funded mainstream","All","13.5","%","894","121"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","non-selective schools in other areas","State-funded mainstream","All","14.3","%","10421","1490"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","selective schools","State-funded mainstream","All","81.4","%","86","70"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","Academies and free schools","All","22.4","%","48529","10881"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","22.2","%","63926","14183"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","Converter Academies","All","25.5","%","30177","7681"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","FE 14-16 Colleges","All","0","%","14","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","Free Schools","All","25.6","%","1520","389"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","LA maintained mainstream","All","21.4","%","15260","3273"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","Sponsored Academies","All","16.1","%","15922","2571"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","All","22.2","%","63857","14181"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Church of England","21.2","%","3743","792"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Hindu","!","%","17","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Jewish","44.2","%","138","61"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Muslim","30.9","%","110","34"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","No religious character","21.8","%","53158","11609"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Other Christian faith","32.7","%","1081","353"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Roman catholic","23.7","%","5564","1320"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Sikh","25","%","32","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded special schools","All","2.9","%","69","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","Studio Schools","All","21.6","%","259","56"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","University Technical Colleges (UTCs)","All","28.3","%","651","184"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","non-selective schools in highly selective areas","State-funded mainstream","All","16.3","%","4485","730"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","non-selective schools in other areas","State-funded mainstream","All","21.2","%","58044","12297"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","selective schools","State-funded mainstream","All","87.8","%","1314","1154"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","Academies and free schools","All","31.3","%","77538","24271"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","29.9","%","107838","32217"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","Converter Academies","All","33.7","%","41011","13818"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","FE 14-16 Colleges","All","13.3","%","15","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","Free Schools","All","41.3","%","2775","1146"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","LA maintained mainstream","All","31.9","%","24649","7854"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","Sponsored Academies","All","27.4","%","32694","8973"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","All","31.5","%","102277","32167"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Church of England","32","%","5632","1800"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Hindu","61.5","%","39","24"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Jewish","65.3","%","72","47"
