"Measure","Ethnicity","Category","Time","Value","Number"
"Percentage of honours recipients","Black African","All","Jun-15","0.707964602","8"
"Percentage of honours recipients","Black other ","All","Jun-15","0.530973451","6"
"Percentage of honours recipients","Mixed","All","Jun-15","0.619469027","7"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Jun-15","0.265486726","3"
"Percentage of honours recipients","Mixed White/Black African","All","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","All","Jun-15","0.265486726","3"
"Percentage of honours recipients","Mixed other","All","Jun-15","0.088495575","1"
"Percentage of honours recipients","White","All","Jun-15","93.00884956","1051"
"Percentage of honours recipients","White British","All","Jun-15","91.7699115","1037"
"Percentage of honours recipients","White other","All","Jun-15","1.238938053","14"
"Percentage of honours recipients","Any other","All","Jun-15","0.265486726","3"
"Percentage of honours recipients","Unknown ","All","Jun-15","!","37"
"Percentage of honours recipients","All including Unknown","Higher","Jun-15","N/A","47"
"Percentage of honours recipients","All excluding Unknown","Higher","Jun-15","100","39"
"Percentage of honours recipients","Asian","Higher","Jun-15","7.692307692","3"
"Percentage of honours recipients","Indian","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","Pakistani","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","Bangladeshi","Higher","Jun-15","0","0"
"Percentage of honours recipients","Chinese","Higher","Jun-15","0","0"
"Percentage of honours recipients","Asian other","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","Black","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","Black Caribbean","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","Black African","Higher","Jun-15","0","0"
"Percentage of honours recipients","Black other ","Higher","Jun-15","0","0"
"Percentage of honours recipients","Mixed","Higher","Jun-15","5.128205128","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","Mixed other","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","White","Higher","Jun-15","84.61538462","33"
"Percentage of honours recipients","White British","Higher","Jun-15","82.05128205","32"
"Percentage of honours recipients","White other","Higher","Jun-15","2.564102564","1"
"Percentage of honours recipients","Any other","Higher","Jun-15","0","0"
"Percentage of honours recipients","Unknown ","Higher","Jun-15","!","8"
"Percentage of honours recipients","All including Unknown","CBE","Jun-15","N/A","107"
"Percentage of honours recipients","All excluding Unknown","CBE","Jun-15","100","107"
"Percentage of honours recipients","Asian","CBE","Jun-15","4.672897196","5"
"Percentage of honours recipients","Indian","CBE","Jun-15","4.672897196","5"
"Percentage of honours recipients","Pakistani","CBE","Jun-15","0","0"
"Percentage of honours recipients","Bangladeshi","CBE","Jun-15","0","0"
"Percentage of honours recipients","Chinese","CBE","Jun-15","0","0"
"Percentage of honours recipients","Asian other","CBE","Jun-15","0","0"
"Percentage of honours recipients","Black","CBE","Jun-15","0.934579439","1"
"Percentage of honours recipients","Black Caribbean","CBE","Jun-15","0","0"
"Percentage of honours recipients","Black African","CBE","Jun-15","0.934579439","1"
"Percentage of honours recipients","Black other ","CBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed","CBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Black African","CBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","CBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed other","CBE","Jun-15","0","0"
"Percentage of honours recipients","White","CBE","Jun-15","94.39252336","101"
"Percentage of honours recipients","White British","CBE","Jun-15","90.65420561","97"
"Percentage of honours recipients","White other","CBE","Jun-15","3.738317757","4"
"Percentage of honours recipients","Any other","CBE","Jun-15","0","0"
"Percentage of honours recipients","Unknown ","CBE","Jun-15","!","0"
"Percentage of honours recipients","All including Unknown","OBE","Jun-15","N/A","237"
"Percentage of honours recipients","All excluding Unknown","OBE","Jun-15","100","225"
"Percentage of honours recipients","Asian","OBE","Jun-15","1.333333333","3"
"Percentage of honours recipients","Indian","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Pakistani","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Bangladeshi","OBE","Jun-15","0","0"
"Percentage of honours recipients","Chinese","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Asian other","OBE","Jun-15","0","0"
"Percentage of honours recipients","Black","OBE","Jun-15","3.111111111","7"
"Percentage of honours recipients","Black Caribbean","OBE","Jun-15","1.333333333","3"
"Percentage of honours recipients","Black African","OBE","Jun-15","1.333333333","3"
"Percentage of honours recipients","Black other ","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Mixed","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Mixed White/Black African","OBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","OBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed other","OBE","Jun-15","0","0"
"Percentage of honours recipients","White","OBE","Jun-15","94.66666667","213"
"Percentage of honours recipients","White British","OBE","Jun-15","94.22222222","212"
"Percentage of honours recipients","White other","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Any other","OBE","Jun-15","0.444444444","1"
"Percentage of honours recipients","Unknown ","OBE","Jun-15","!","12"
"Percentage of honours recipients","All including Unknown","MBE","Jun-15","N/A","481"
"Percentage of honours recipients","All excluding Unknown","MBE","Jun-15","100","471"
"Percentage of honours recipients","Asian","MBE","Jun-15","4.246284501","20"
"Percentage of honours recipients","Indian","MBE","Jun-15","2.547770701","12"
"Percentage of honours recipients","Pakistani","MBE","Jun-15","1.27388535","6"
"Percentage of honours recipients","Bangladeshi","MBE","Jun-15","0","0"
"Percentage of honours recipients","Chinese","MBE","Jun-15","0.42462845","2"
"Percentage of honours recipients","Asian other","MBE","Jun-15","0","0"
"Percentage of honours recipients","Black","MBE","Jun-15","3.397027601","16"
"Percentage of honours recipients","Black Caribbean","MBE","Jun-15","1.6985138","8"
"Percentage of honours recipients","Black African","MBE","Jun-15","0.636942675","3"
"Percentage of honours recipients","Black other ","MBE","Jun-15","1.061571125","5"
"Percentage of honours recipients","Mixed","MBE","Jun-15","0.8492569","4"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Jun-15","0.42462845","2"
"Percentage of honours recipients","Mixed White/Black African","MBE","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","MBE","Jun-15","0.42462845","2"
"Percentage of honours recipients","Mixed other","MBE","Jun-15","0","0"
"Percentage of honours recipients","White","MBE","Jun-15","91.29511677","430"
"Percentage of honours recipients","White British","MBE","Jun-15","89.8089172","423"
"Percentage of honours recipients","White other","MBE","Jun-15","1.486199575","7"
"Percentage of honours recipients","Any other","MBE","Jun-15","0.212314225","1"
"Percentage of honours recipients","Unknown ","MBE","Jun-15","!","10"
"Percentage of honours recipients","All including Unknown","BEM","Jun-15","N/A","295"
"Percentage of honours recipients","All excluding Unknown","BEM","Jun-15","100","288"
"Percentage of honours recipients","Asian","BEM","Jun-15","3.819444444","11"
"Percentage of honours recipients","Indian","BEM","Jun-15","2.083333333","6"
"Percentage of honours recipients","Pakistani","BEM","Jun-15","0.347222222","1"
"Percentage of honours recipients","Bangladeshi","BEM","Jun-15","0.694444444","2"
"Percentage of honours recipients","Chinese","BEM","Jun-15","0.347222222","1"
"Percentage of honours recipients","Asian other","BEM","Jun-15","0.347222222","1"
"Percentage of honours recipients","Black","BEM","Jun-15","0.694444444","2"
"Percentage of honours recipients","Black Caribbean","BEM","Jun-15","0.347222222","1"
"Percentage of honours recipients","Black African","BEM","Jun-15","0.347222222","1"
"Percentage of honours recipients","Black other ","BEM","Jun-15","0","0"
"Percentage of honours recipients","Mixed","BEM","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Black African","BEM","Jun-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","BEM","Jun-15","0","0"
"Percentage of honours recipients","Mixed other","BEM","Jun-15","0","0"
"Percentage of honours recipients","White","BEM","Jun-15","95.13888889","274"
"Percentage of honours recipients","White British","BEM","Jun-15","94.79166667","273"
"Percentage of honours recipients","White other","BEM","Jun-15","0.347222222","1"
"Percentage of honours recipients","Any other","BEM","Jun-15","0.347222222","1"
"Percentage of honours recipients","Unknown ","BEM","Jun-15","!","7"
"Percentage of honours recipients","All including Unknown","All","Dec-14","N/A","1167"
"Percentage of honours recipients","All excluding Unknown","All","Dec-14","100","1130"
"Percentage of honours recipients","Asian","All","Dec-14","3.716814159","42"
"Percentage of honours recipients","Indian","All","Dec-14","1.681415929","19"
"Percentage of honours recipients","Pakistani","All","Dec-14","0.973451327","11"
"Percentage of honours recipients","Bangladeshi","All","Dec-14","0.17699115","2"
"Percentage of honours recipients","Chinese","All","Dec-14","0.265486726","3"
"Percentage of honours recipients","Asian other","All","Dec-14","0.619469027","7"
"Percentage of honours recipients","Black","All","Dec-14","1.504424779","17"
"Percentage of honours recipients","Black Caribbean","All","Dec-14","1.061946903","12"
"Percentage of honours recipients","Black African","All","Dec-14","0.353982301","4"
"Percentage of honours recipients","Black other ","All","Dec-14","0.088495575","1"
"Percentage of honours recipients","Mixed","All","Dec-14","0.796460177","9"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Dec-14","0.17699115","2"
"Percentage of honours recipients","Mixed White/Black African","All","Dec-14","0.17699115","2"
"Percentage of honours recipients","Mixed White/Asian","All","Dec-14","0.265486726","3"
"Percentage of honours recipients","Mixed other","All","Dec-14","0.17699115","2"
"Percentage of honours recipients","White","All","Dec-14","93.89380531","1061"
"Percentage of honours recipients","White British","All","Dec-14","93.00884956","1051"
"Percentage of honours recipients","White other","All","Dec-14","0.884955752","10"
"Percentage of honours recipients","Any other","All","Dec-14","0.088495575","1"
"Percentage of honours recipients","Unknown ","All","Dec-14","!","37"
"Percentage of honours recipients","All including Unknown","Higher","Dec-14","N/A","51"
"Percentage of honours recipients","All excluding Unknown","Higher","Dec-14","100","42"
"Percentage of honours recipients","Asian","Higher","Dec-14","4.761904762","2"
"Percentage of honours recipients","Indian","Higher","Dec-14","2.380952381","1"
"Percentage of honours recipients","Pakistani","Higher","Dec-14","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Dec-14","0","0"
"Percentage of honours recipients","Chinese","Higher","Dec-14","2.380952381","1"
"Percentage of honours recipients","Asian other","Higher","Dec-14","0","0"
"Percentage of honours recipients","Black","Higher","Dec-14","0","0"
"Percentage of honours recipients","Black Caribbean","Higher","Dec-14","0","0"
"Percentage of honours recipients","Black African","Higher","Dec-14","0","0"
"Percentage of honours recipients","Black other ","Higher","Dec-14","0","0"
"Percentage of honours recipients","Mixed","Higher","Dec-14","2.380952381","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Dec-14","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Dec-14","2.380952381","1"
"Percentage of honours recipients","Mixed White/Asian","Higher","Dec-14","0","0"
"Percentage of honours recipients","Mixed other","Higher","Dec-14","0","0"
"Percentage of honours recipients","White","Higher","Dec-14","92.85714286","39"
"Percentage of honours recipients","White British","Higher","Dec-14","90.47619048","38"
"Percentage of honours recipients","White other","Higher","Dec-14","2.380952381","1"
"Percentage of honours recipients","Any other","Higher","Dec-14","0","0"
"Percentage of honours recipients","Unknown ","Higher","Dec-14","!","9"
"Percentage of honours recipients","All including Unknown","CBE","Dec-14","N/A","108"
"Percentage of honours recipients","All excluding Unknown","CBE","Dec-14","100","108"
"Percentage of honours recipients","Asian","CBE","Dec-14","2.777777778","3"
"Percentage of honours recipients","Indian","CBE","Dec-14","0.925925926","1"
"Percentage of honours recipients","Pakistani","CBE","Dec-14","1.851851852","2"
"Percentage of honours recipients","Bangladeshi","CBE","Dec-14","0","0"
"Percentage of honours recipients","Chinese","CBE","Dec-14","0","0"
"Percentage of honours recipients","Asian other","CBE","Dec-14","0","0"
"Percentage of honours recipients","Black","CBE","Dec-14","0","0"
"Percentage of honours recipients","Black Caribbean","CBE","Dec-14","0","0"
"Percentage of honours recipients","Black African","CBE","Dec-14","0","0"
"Percentage of honours recipients","Black other ","CBE","Dec-14","0","0"
"Percentage of honours recipients","Mixed","CBE","Dec-14","0.925925926","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Dec-14","0","0"
"Percentage of honours recipients","Mixed White/Black African","CBE","Dec-14","0","0"
"Percentage of honours recipients","Mixed White/Asian","CBE","Dec-14","0.925925926","1"
"Percentage of honours recipients","Mixed other","CBE","Dec-14","0","0"
"Percentage of honours recipients","White","CBE","Dec-14","96.2962963","104"
"Percentage of honours recipients","White British","CBE","Dec-14","94.44444444","102"
"Percentage of honours recipients","White other","CBE","Dec-14","1.851851852","2"
"Percentage of honours recipients","Any other","CBE","Dec-14","0","0"
"Percentage of honours recipients","Unknown ","CBE","Dec-14","!","0"
"Percentage of honours recipients","All including Unknown","OBE","Dec-14","N/A","243"
"Percentage of honours recipients","All excluding Unknown","OBE","Dec-14","100","232"
"Percentage of honours recipients","Asian","OBE","Dec-14","3.879310345","9"
"Percentage of honours recipients","Indian","OBE","Dec-14","3.448275862","8"
"Percentage of honours recipients","Pakistani","OBE","Dec-14","0.431034483","1"
"Percentage of honours recipients","Bangladeshi","OBE","Dec-14","0","0"
"Percentage of honours recipients","Chinese","OBE","Dec-14","0","0"
"Percentage of honours recipients","Asian other","OBE","Dec-14","0","0"
"Percentage of honours recipients","Black","OBE","Dec-14","0.862068966","2"
"Percentage of honours recipients","Black Caribbean","OBE","Dec-14","0.862068966","2"
"Percentage of honours recipients","Black African","OBE","Dec-14","0","0"
"Percentage of honours recipients","Black other ","OBE","Dec-14","0","0"
"Percentage of honours recipients","Mixed","OBE","Dec-14","0.862068966","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Dec-14","0","0"
"Percentage of honours recipients","Mixed White/Black African","OBE","Dec-14","0.431034483","1"
"Percentage of honours recipients","Mixed White/Asian","OBE","Dec-14","0.431034483","1"
"Percentage of honours recipients","Mixed other","OBE","Dec-14","0","0"
"Percentage of honours recipients","White","OBE","Dec-14","94.39655172","219"
"Percentage of honours recipients","White British","OBE","Dec-14","91.81034483","213"
"Percentage of honours recipients","White other","OBE","Dec-14","2.586206897","6"
"Percentage of honours recipients","Any other","OBE","Dec-14","0","0"
"Percentage of honours recipients","Unknown ","OBE","Dec-14","!","11"
"Percentage of honours recipients","All including Unknown","MBE","Dec-14","N/A","473"
"Percentage of honours recipients","All excluding Unknown","MBE","Dec-14","100","461"
"Percentage of honours recipients","Asian","MBE","Dec-14","5.422993492","25"
"Percentage of honours recipients","Indian","MBE","Dec-14","1.735357918","8"
"Percentage of honours recipients","Pakistani","MBE","Dec-14","1.518438178","7"
"Percentage of honours recipients","Bangladeshi","MBE","Dec-14","0.433839479","2"
"Percentage of honours recipients","Chinese","MBE","Dec-14","0.433839479","2"
"Percentage of honours recipients","Asian other","MBE","Dec-14","1.301518438","6"
"Percentage of honours recipients","Black","MBE","Dec-14","2.819956616","13"
"Percentage of honours recipients","Black Caribbean","MBE","Dec-14","1.952277657","9"
"Percentage of honours recipients","Black African","MBE","Dec-14","0.650759219","3"
"Percentage of honours recipients","Black other ","MBE","Dec-14","0.21691974","1"
"Percentage of honours recipients","Mixed","MBE","Dec-14","0.650759219","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Dec-14","0.21691974","1"
"Percentage of honours recipients","Mixed White/Black African","MBE","Dec-14","0","0"
"Percentage of honours recipients","Mixed White/Asian","MBE","Dec-14","0.21691974","1"
"Percentage of honours recipients","Mixed other","MBE","Dec-14","0.21691974","1"
"Percentage of honours recipients","White","MBE","Dec-14","91.10629067","420"
"Percentage of honours recipients","White British","MBE","Dec-14","90.88937093","419"
"Percentage of honours recipients","White other","MBE","Dec-14","0.21691974","1"
"Percentage of honours recipients","Any other","MBE","Dec-14","0","0"
"Percentage of honours recipients","Unknown ","MBE","Dec-14","!","12"
"Percentage of honours recipients","All including Unknown","BEM","Dec-14","N/A","292"
"Percentage of honours recipients","All excluding Unknown","BEM","Dec-14","100","287"
"Percentage of honours recipients","Asian","BEM","Dec-14","1.045296167","3"
"Percentage of honours recipients","Indian","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","Pakistani","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","Bangladeshi","BEM","Dec-14","0","0"
"Percentage of honours recipients","Chinese","BEM","Dec-14","0","0"
"Percentage of honours recipients","Asian other","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","Black","BEM","Dec-14","0.696864111","2"
"Percentage of honours recipients","Black Caribbean","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","Black African","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","Black other ","BEM","Dec-14","0","0"
"Percentage of honours recipients","Mixed","BEM","Dec-14","0.696864111","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","Mixed White/Black African","BEM","Dec-14","0","0"
"Percentage of honours recipients","Mixed White/Asian","BEM","Dec-14","0","0"
"Percentage of honours recipients","Mixed other","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","White","BEM","Dec-14","97.21254355","279"
"Percentage of honours recipients","White British","BEM","Dec-14","97.21254355","279"
"Percentage of honours recipients","White other","BEM","Dec-14","0","0"
"Percentage of honours recipients","Any other","BEM","Dec-14","0.348432056","1"
"Percentage of honours recipients","Unknown ","BEM","Dec-14","!","5"
"Percentage of honours recipients","All including Unknown","All","Jun-14","N/A","1165"
"Percentage of honours recipients","All excluding Unknown","All","Jun-14","100","1129"
"Percentage of honours recipients","Asian","All","Jun-14","3.54295837","40"
"Percentage of honours recipients","Indian","All","Jun-14","2.125775022","24"
"Percentage of honours recipients","Pakistani","All","Jun-14","0.797165633","9"
"Percentage of honours recipients","Bangladeshi","All","Jun-14","0.177147919","2"
"Percentage of honours recipients","Chinese","All","Jun-14","0.177147919","2"
"Percentage of honours recipients","Asian other","All","Jun-14","0.265721878","3"
"Percentage of honours recipients","Black","All","Jun-14","1.860053144","21"
"Percentage of honours recipients","Black Caribbean","All","Jun-14","1.505757307","17"
"Percentage of honours recipients","Black African","All","Jun-14","0.265721878","3"
"Percentage of honours recipients","Black other ","All","Jun-14","0.088573959","1"
"Percentage of honours recipients","Mixed","All","Jun-14","0.797165633","9"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Jun-14","0.177147919","2"
"Percentage of honours recipients","Mixed White/Black African","All","Jun-14","0.088573959","1"
"Percentage of honours recipients","Mixed White/Asian","All","Jun-14","0.442869796","5"
"Percentage of honours recipients","Mixed other","All","Jun-14","0.088573959","1"
"Percentage of honours recipients","White","All","Jun-14","93.53410097","1056"
"Percentage of honours recipients","White British","All","Jun-14","91.85119575","1037"
"Percentage of honours recipients","White other","All","Jun-14","1.682905226","19"
"Percentage of honours recipients","Any other","All","Jun-14","0.265721878","3"
"Percentage of honours recipients","Unknown ","All","Jun-14","!","36"
"Percentage of honours recipients","All including Unknown","Higher","Jun-14","N/A","49"
"Percentage of honours recipients","All excluding Unknown","Higher","Jun-14","100","39"
"Percentage of honours recipients","Asian","Higher","Jun-14","0","0"
"Percentage of honours recipients","Indian","Higher","Jun-14","0","0"
"Percentage of honours recipients","Pakistani","Higher","Jun-14","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Jun-14","0","0"
"Percentage of honours recipients","Chinese","Higher","Jun-14","0","0"
"Percentage of honours recipients","Asian other","Higher","Jun-14","0","0"
"Percentage of honours recipients","Black","Higher","Jun-14","0","0"
"Percentage of honours recipients","Black Caribbean","Higher","Jun-14","0","0"
"Percentage of honours recipients","Black African","Higher","Jun-14","0","0"
"Percentage of honours recipients","Black other ","Higher","Jun-14","0","0"
"Percentage of honours recipients","Mixed","Higher","Jun-14","5.128205128","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Jun-14","2.564102564","1"
"Percentage of honours recipients","Mixed White/Asian","Higher","Jun-14","2.564102564","1"
"Percentage of honours recipients","Mixed other","Higher","Jun-14","0","0"
"Percentage of honours recipients","White","Higher","Jun-14","94.87179487","37"
"Percentage of honours recipients","White British","Higher","Jun-14","94.87179487","37"
"Percentage of honours recipients","White other","Higher","Jun-14","0","0"
"Percentage of honours recipients","Any other","Higher","Jun-14","0","0"
"Percentage of honours recipients","Unknown ","Higher","Jun-14","!","10"
"Percentage of honours recipients","All including Unknown","CBE","Jun-14","N/A","115"
"Percentage of honours recipients","All excluding Unknown","CBE","Jun-14","100","107"
"Percentage of honours recipients","Asian","CBE","Jun-14","4.672897196","5"
"Percentage of honours recipients","Indian","CBE","Jun-14","0.934579439","1"
"Percentage of honours recipients","Pakistani","CBE","Jun-14","1.869158879","2"
"Percentage of honours recipients","Bangladeshi","CBE","Jun-14","0","0"
"Percentage of honours recipients","Chinese","CBE","Jun-14","0.934579439","1"
"Percentage of honours recipients","Asian other","CBE","Jun-14","0.934579439","1"
"Percentage of honours recipients","Black","CBE","Jun-14","0.934579439","1"
"Percentage of honours recipients","Black Caribbean","CBE","Jun-14","0.934579439","1"
"Percentage of honours recipients","Black African","CBE","Jun-14","0","0"
"Percentage of honours recipients","Black other ","CBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed","CBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Black African","CBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Asian","CBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed other","CBE","Jun-14","0","0"
"Percentage of honours recipients","White","CBE","Jun-14","94.39252336","101"
"Percentage of honours recipients","White British","CBE","Jun-14","91.58878505","98"
"Percentage of honours recipients","White other","CBE","Jun-14","2.803738318","3"
"Percentage of honours recipients","Any other","CBE","Jun-14","0","0"
"Percentage of honours recipients","Unknown ","CBE","Jun-14","!","8"
"Percentage of honours recipients","All including Unknown","OBE","Jun-14","N/A","227"
"Percentage of honours recipients","All excluding Unknown","OBE","Jun-14","100","225"
"Percentage of honours recipients","Asian","OBE","Jun-14","4.888888889","11"
"Percentage of honours recipients","Indian","OBE","Jun-14","3.111111111","7"
"Percentage of honours recipients","Pakistani","OBE","Jun-14","0.888888889","2"
"Percentage of honours recipients","Bangladeshi","OBE","Jun-14","0.444444444","1"
"Percentage of honours recipients","Chinese","OBE","Jun-14","0","0"
"Percentage of honours recipients","Asian other","OBE","Jun-14","0.444444444","1"
"Percentage of honours recipients","Black","OBE","Jun-14","3.111111111","7"
"Percentage of honours recipients","Black Caribbean","OBE","Jun-14","2.666666667","6"
"Percentage of honours recipients","Black African","OBE","Jun-14","0.444444444","1"
"Percentage of honours recipients","Black other ","OBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed","OBE","Jun-14","0.444444444","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Jun-14","0.444444444","1"
"Percentage of honours recipients","Mixed White/Black African","OBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Asian","OBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed other","OBE","Jun-14","0","0"
"Percentage of honours recipients","White","OBE","Jun-14","91.11111111","205"
"Percentage of honours recipients","White British","OBE","Jun-14","89.33333333","201"
"Percentage of honours recipients","White other","OBE","Jun-14","1.777777778","4"
"Percentage of honours recipients","Any other","OBE","Jun-14","0.444444444","1"
"Percentage of honours recipients","Unknown ","OBE","Jun-14","!","2"
"Percentage of honours recipients","All including Unknown","MBE","Jun-14","N/A","474"
"Percentage of honours recipients","All excluding Unknown","MBE","Jun-14","100","466"
"Percentage of honours recipients","Asian","MBE","Jun-14","3.862660944","18"
"Percentage of honours recipients","Indian","MBE","Jun-14","2.575107296","12"
"Percentage of honours recipients","Pakistani","MBE","Jun-14","0.643776824","3"
"Percentage of honours recipients","Bangladeshi","MBE","Jun-14","0.214592275","1"
"Percentage of honours recipients","Chinese","MBE","Jun-14","0.214592275","1"
"Percentage of honours recipients","Asian other","MBE","Jun-14","0.214592275","1"
"Percentage of honours recipients","Black","MBE","Jun-14","2.145922747","10"
"Percentage of honours recipients","Black Caribbean","MBE","Jun-14","1.716738197","8"
"Percentage of honours recipients","Black African","MBE","Jun-14","0.429184549","2"
"Percentage of honours recipients","Black other ","MBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed","MBE","Jun-14","0.858369099","4"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Jun-14","0.214592275","1"
"Percentage of honours recipients","Mixed White/Black African","MBE","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Asian","MBE","Jun-14","0.643776824","3"
"Percentage of honours recipients","Mixed other","MBE","Jun-14","0","0"
"Percentage of honours recipients","White","MBE","Jun-14","92.91845494","433"
"Percentage of honours recipients","White British","MBE","Jun-14","91.20171674","425"
"Percentage of honours recipients","White other","MBE","Jun-14","1.716738197","8"
"Percentage of honours recipients","Any other","MBE","Jun-14","0.214592275","1"
"Percentage of honours recipients","Unknown ","MBE","Jun-14","!","8"
"Percentage of honours recipients","All including Unknown","BEM","Jun-14","N/A","300"
"Percentage of honours recipients","All excluding Unknown","BEM","Jun-14","100","292"
"Percentage of honours recipients","Asian","BEM","Jun-14","2.054794521","6"
"Percentage of honours recipients","Indian","BEM","Jun-14","1.369863014","4"
"Percentage of honours recipients","Pakistani","BEM","Jun-14","0.684931507","2"
"Percentage of honours recipients","Bangladeshi","BEM","Jun-14","0","0"
"Percentage of honours recipients","Chinese","BEM","Jun-14","0","0"
"Percentage of honours recipients","Asian other","BEM","Jun-14","0","0"
"Percentage of honours recipients","Black","BEM","Jun-14","1.02739726","3"
"Percentage of honours recipients","Black Caribbean","BEM","Jun-14","0.684931507","2"
"Percentage of honours recipients","Black African","BEM","Jun-14","0","0"
"Percentage of honours recipients","Black other ","BEM","Jun-14","0.342465753","1"
"Percentage of honours recipients","Mixed","BEM","Jun-14","0.684931507","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Black African","BEM","Jun-14","0","0"
"Percentage of honours recipients","Mixed White/Asian","BEM","Jun-14","0.342465753","1"
"Percentage of honours recipients","Mixed other","BEM","Jun-14","0.342465753","1"
"Percentage of honours recipients","White","BEM","Jun-14","95.89041096","280"
"Percentage of honours recipients","White British","BEM","Jun-14","94.52054795","276"
"Percentage of honours recipients","White other","BEM","Jun-14","1.369863014","4"
"Percentage of honours recipients","Any other","BEM","Jun-14","0.342465753","1"
"Percentage of honours recipients","Unknown ","BEM","Jun-14","!","8"
