"Measure","Ethnicity","Ethnicity_type","Category","Time","Time_type","Value","Value_type","Number"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Dec-21","New Years Honours","0.4","%","5"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Dec-21","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Dec-21","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Dec-21","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Dec-21","New Years Honours","0.6","%","3"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Dec-21","New Years Honours","0.3","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Dec-21","New Years Honours","0.6","%","7"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Dec-21","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Dec-21","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Dec-21","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Dec-21","New Years Honours","1.3","%","6"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Dec-21","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Dec-21","New Years Honours","0.6","%","7"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Dec-21","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Dec-21","New Years Honours","1","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Dec-21","New Years Honours","1.3","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Dec-21","New Years Honours","0.6","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Dec-21","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Dec-21","New Years Honours","2","%","23"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Dec-21","New Years Honours","5.9","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Dec-21","New Years Honours","1","%","1"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Dec-21","New Years Honours","1.7","%","4"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Dec-21","New Years Honours","2.1","%","10"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Dec-21","New Years Honours","1.9","%","6"
"Percentage of honours recipients","Unknown","Unknown","All","Dec-21","New Years Honours","NA","%","118"
"Percentage of honours recipients","Unknown","Unknown","Higher","Dec-21","New Years Honours","NA","%","8"
"Percentage of honours recipients","Unknown","Unknown","CBE","Dec-21","New Years Honours","NA","%","10"
"Percentage of honours recipients","Unknown","Unknown","OBE","Dec-21","New Years Honours","NA","%","23"
"Percentage of honours recipients","Unknown","Unknown","MBE","Dec-21","New Years Honours","NA","%","32"
"Percentage of honours recipients","Unknown","Unknown","BEM","Dec-21","New Years Honours","NA","%","45"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Dec-21","New Years Honours","84.9","%","985"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Dec-21","New Years Honours","82.4","%","28"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Dec-21","New Years Honours","89.4","%","93"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Dec-21","New Years Honours","83.9","%","193"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Dec-21","New Years Honours","82.8","%","394"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Dec-21","New Years Honours","87.7","%","277"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Dec-21","New Years Honours","84.9","%","985"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Dec-21","New Years Honours","82.4","%","28"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Dec-21","New Years Honours","89.4","%","93"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Dec-21","New Years Honours","83.9","%","193"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Dec-21","New Years Honours","82.8","%","394"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Dec-21","New Years Honours","87.7","%","277"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Dec-21","New Years Honours","82.2","%","954"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Dec-21","New Years Honours","79.4","%","27"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Dec-21","New Years Honours","87.5","%","91"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Dec-21","New Years Honours","82.2","%","189"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Dec-21","New Years Honours","80","%","381"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Dec-21","New Years Honours","84.2","%","266"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Dec-21","New Years Honours","2.7","%","31"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Dec-21","New Years Honours","2.9","%","1"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Dec-21","New Years Honours","1.9","%","2"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Dec-21","New Years Honours","1.7","%","4"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Dec-21","New Years Honours","2.7","%","13"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Dec-21","New Years Honours","3.5","%","11"
"Percentage of honours recipients","All Excluding Unknown","All","All","Jun-21","Queen's Birthday Honours","100","%","1107"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Jun-21","Queen's Birthday Honours","100","%","33"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Jun-21","Queen's Birthday Honours","100","%","104"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Jun-21","Queen's Birthday Honours","100","%","198"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Jun-21","Queen's Birthday Honours","100","%","451"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Jun-21","Queen's Birthday Honours","100","%","321"
"Percentage of honours recipients","All Including Unknown","All","All","Jun-21","Queen's Birthday Honours","NA","%","1129"
"Percentage of honours recipients","All Including Unknown","All","Higher","Jun-21","Queen's Birthday Honours","NA","%","35"
"Percentage of honours recipients","All Including Unknown","All","CBE","Jun-21","Queen's Birthday Honours","NA","%","108"
"Percentage of honours recipients","All Including Unknown","All","OBE","Jun-21","Queen's Birthday Honours","NA","%","206"
"Percentage of honours recipients","All Including Unknown","All","MBE","Jun-21","Queen's Birthday Honours","NA","%","457"
"Percentage of honours recipients","All Including Unknown","All","BEM","Jun-21","Queen's Birthday Honours","NA","%","323"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Jun-21","Queen's Birthday Honours","0.7","%","8"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Jun-21","Queen's Birthday Honours","1","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Jun-21","Queen's Birthday Honours","0.9","%","4"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Jun-21","Queen's Birthday Honours","0.6","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Jun-21","Queen's Birthday Honours","0.7","%","8"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Jun-21","Queen's Birthday Honours","1","%","2"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Jun-21","Queen's Birthday Honours","0.9","%","4"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Jun-21","Queen's Birthday Honours","0.6","%","2"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Jun-21","Queen's Birthday Honours","6.8","%","75"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Jun-21","Queen's Birthday Honours","3","%","1"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Jun-21","Queen's Birthday Honours","7.7","%","8"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Jun-21","Queen's Birthday Honours","6.6","%","13"
"Percentage of honours recipients","Asian","ONS 2001 5+1","MBE","Jun-21","Queen's Birthday Honours","6.9","%","31"
"Percentage of honours recipients","Asian","ONS 2001 5+1","BEM","Jun-21","Queen's Birthday Honours","6.9","%","22"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","All","Jun-21","Queen's Birthday Honours","1.2","%","13"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","CBE","Jun-21","Queen's Birthday Honours","2.9","%","3"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","OBE","Jun-21","Queen's Birthday Honours","1.5","%","3"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","MBE","Jun-21","Queen's Birthday Honours","1.1","%","5"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","BEM","Jun-21","Queen's Birthday Honours","0.6","%","2"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","All","Jun-21","Queen's Birthday Honours","0.7","%","8"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","CBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","OBE","Jun-21","Queen's Birthday Honours","0.5","%","1"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","MBE","Jun-21","Queen's Birthday Honours","0.9","%","4"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","BEM","Jun-21","Queen's Birthday Honours","0.9","%","3"
"Percentage of honours recipients","Black","ONS 2001 5+1","All","Jun-21","Queen's Birthday Honours","4.2","%","46"
"Percentage of honours recipients","Black","ONS 2001 5+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black","ONS 2001 5+1","CBE","Jun-21","Queen's Birthday Honours","3.8","%","4"
"Percentage of honours recipients","Black","ONS 2001 5+1","OBE","Jun-21","Queen's Birthday Honours","4.5","%","9"
"Percentage of honours recipients","Black","ONS 2001 5+1","MBE","Jun-21","Queen's Birthday Honours","4.2","%","19"
"Percentage of honours recipients","Black","ONS 2001 5+1","BEM","Jun-21","Queen's Birthday Honours","4.4","%","14"
"Percentage of honours recipients","Black African","ONS 2001 16+1","All","Jun-21","Queen's Birthday Honours","2.1","%","23"
"Percentage of honours recipients","Black African","ONS 2001 16+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","CBE","Jun-21","Queen's Birthday Honours","1.9","%","2"
"Percentage of honours recipients","Black African","ONS 2001 16+1","OBE","Jun-21","Queen's Birthday Honours","2","%","4"
"Percentage of honours recipients","Black African","ONS 2001 16+1","MBE","Jun-21","Queen's Birthday Honours","2.2","%","10"
"Percentage of honours recipients","Black African","ONS 2001 16+1","BEM","Jun-21","Queen's Birthday Honours","2.2","%","7"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","All","Jun-21","Queen's Birthday Honours","1.9","%","21"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","CBE","Jun-21","Queen's Birthday Honours","1.9","%","2"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","OBE","Jun-21","Queen's Birthday Honours","2.5","%","5"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","MBE","Jun-21","Queen's Birthday Honours","1.6","%","7"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","BEM","Jun-21","Queen's Birthday Honours","2.2","%","7"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","All","Jun-21","Queen's Birthday Honours","0.2","%","2"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","CBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","OBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","MBE","Jun-21","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","BEM","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","All","Jun-21","Queen's Birthday Honours","0.1","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","Higher","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","CBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","OBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","MBE","Jun-21","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","BEM","Jun-21","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","All","Jun-21","Queen's Birthday Honours","15","%","166"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","Higher","Jun-21","Queen's Birthday Honours","3","%","1"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","CBE","Jun-21","Queen's Birthday Honours","15.4","%","16"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","OBE","Jun-21","Queen's Birthday Honours","17.7","%","35"
