"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Value","Value_Type","confidence_interval","Numerator","denominator","samp_size"
"0-3 months","Length of time spent in unemployment","All","All","2011","year","North West","32","%","2.4","93600","290500","1500"
"0-3 months","Length of time spent in unemployment","All","All","2011","year","Scotland","34","%","2.4","75300","221300","1509"
"0-3 months","Length of time spent in unemployment","All","All","2011","year","South East","33","%","2.9","88600","265300","1024"
"0-3 months","Length of time spent in unemployment","All","All","2011","year","South West","34","%","3.5","54100","160100","694"
"0-3 months","Length of time spent in unemployment","All","All","2011","year","Wales","32","%","2.6","38400","120800","1196"
"0-3 months","Length of time spent in unemployment","All","All","2011","year","West Midlands","29","%","2.8","71600","251500","1003"
"0-3 months","Length of time spent in unemployment","All","All","2011","year","Yorkshire and The Humber","31","%","2.8","75300","244300","1063"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","All","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","East Midlands","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","East of England","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","London","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","North East","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","North West","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","Scotland","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","South East","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","South West","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","Wales","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","West Midlands","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2011","year","Yorkshire and The Humber","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","All","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","East Midlands","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","East of England","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","London","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","North East","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","North West","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","Scotland","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","South East","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","South West","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","Wales","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","West Midlands","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","Yorkshire and The Humber","?","%","?","?","?","?"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","All","30","%","0.8","744000","2454300","11471"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","East Midlands","32","%","3.6","57200","181100","626"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","East of England","29","%","3.5","58700","201400","652"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","London","32","%","2.6","128000","403300","1191"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","North East","28","%","2.8","37000","133100","1015"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","North West","27","%","2.3","80800","295400","1475"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","Scotland","32","%","2.4","68600","214900","1490"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","South East","36","%","2.8","95900","267400","1100"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","South West","36","%","3.6","56700","156000","683"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","Wales","31","%","2.6","37000","121000","1198"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","West Midlands","22","%","2.6","52400","235900","946"
"0-3 months","Length of time spent in unemployment","All","All","2012","year","Yorkshire and The Humber","29","%","2.7","71600","244800","1095"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","All","28","%","3.3","135200","482100","1798"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","East Midlands","27","%","11.7","7700","28700","138"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","East of England","31","%","14.2","7400","24100","102"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","London","28","%","5.5","61000","219700","637"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","North East","39","%","19.9","2900","7300","58"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","North West","27","%","10.1","10100","37200","185"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","Scotland","44","%","23.2","4600","10600","44"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","South East","36","%","10.8","13600","37400","191"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","South West","37","%","24.3","3400","9200","38"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","Wales","39","%","20","2800","7200","57"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","West Midlands","17","%","7.9","10600","61800","217"
"0-3 months","Length of time spent in unemployment","Other than White","White and other","2012","year","Yorkshire and The Humber","28","%","12.2","11100","39000","131"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","All","31","%","1.5","608500","1971400","9669"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","East Midlands","33","%","6.6","49500","152400","488"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","East of England","29","%","6","51200","177300","550"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","London","37","%","6.3","67000","183300","553"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","North East","27","%","4.4","34100","125900","957"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","North West","27","%","3.8","70700","258200","1290"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","Scotland","31","%","3.8","64000","204100","1444"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","South East","36","%","4.9","82300","230000","909"
"0-3 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","South West","36","%","5.9","53300","146900","645"
