"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","19990","125"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","16690","290"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","32365","585"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","456050","13550"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","36945","300"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","1700","10"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","4665","25"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","19990","1335"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","16690","1615"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","32365","2730"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","456050","42025"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","36945","1930"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","1700","25"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","4665","275"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","557365","11715"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","557365","47505"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","557365","13635"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","557365","24400"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","557365","460105"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","557365","498140"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","1770","1570"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","3730","3380"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","6665","5970"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","14330","13245"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","2865","2615"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","2290","2210"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","17455","15495"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","6915","6295"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","5650","4950"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","50","% of cohort","130","65"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","61","% of cohort","570","345"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","6840","6335"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","7915","7075"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","96","% of cohort","12870","12300"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2011/12","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","436220","388520"
