"Measure","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value-type","Denominator"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","61","%","71350"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","62","%","68390"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","46","%","2960"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","46","%","644"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","49","%","3420"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","47","%","1419"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","57","%","865"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","51","%","345"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","28","%","286"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","50","%","505"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","60","%","1640"
"All in receipt of benefit by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","52","%","749"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","61","%","77803"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","62","%","71350"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","63","%","68390"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","47","%","2960"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","47","%","644"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","50","%","3420"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","48","%","1419"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","59","%","865"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","52","%","345"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","29","%","286"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","51","%","505"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","60","%","1640"
"All in receipt of state support by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","53","%","749"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","14","%","77803"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","13","%","71350"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","13","%","68390"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","14","%","2960"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","21","%","644"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","18","%","3420"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","12","%","1419"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","30","%","865"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","24","%","345"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","7","%","286"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","19","%","505"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","23","%","1640"
"All in receipt of Tax Credits by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","19","%","749"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","3","%","77803"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","3","%","71350"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","3","%","68390"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","1","%","2960"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","-","%","644"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","1","%","3420"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","1","%","1419"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","1","%","865"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","1","%","345"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","-","%","286"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","1","%","505"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","1","%","1640"
"Attendance Allowance by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","-","%","749"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","1","%","77803"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","1","%","71350"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","2","%","68390"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","1","%","2960"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","1","%","644"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","1","%","3420"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","1","%","1419"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","2","%","865"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","1","%","345"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","0","%","286"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","-","%","505"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","1","%","1640"
"Carer's Allowance by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","1","%","749"
"Child Benefit by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","22","%","77803"
"Child Benefit by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","22","%","71350"
"Child Benefit by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","22","%","68390"
"Child Benefit by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","23","%","2960"
"Child Benefit by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","27","%","644"
"Child Benefit by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","28","%","3420"
"Child Benefit by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","25","%","1419"
"Child Benefit by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","37","%","865"
"Child Benefit by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","28","%","345"
"Child Benefit by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","17","%","286"
"Child Benefit by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","29","%","505"
"Child Benefit by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","33","%","1640"
"Child Benefit by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","27","%","749"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","13","%","77803"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","12","%","71350"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","12","%","68390"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","13","%","2960"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","20","%","644"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","17","%","3420"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","11","%","1419"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","28","%","865"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","23","%","345"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","7","%","286"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","18","%","505"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","22","%","1640"
"Child Tax Credit by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","17","%","749"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","16","%","77803"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","16","%","71350"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","16","%","68390"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","14","%","2960"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","19","%","644"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","14","%","3420"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","8","%","1419"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","19","%","865"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","23","%","345"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","8","%","286"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","16","%","505"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","26","%","1640"
"Council Tax Reduction by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","17","%","749"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","7","%","77803"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","7","%","71350"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","7","%","68390"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","3","%","2960"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","4","%","644"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","5","%","3420"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","5","%","1419"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","7","%","865"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Bangladeshi","ONS 5+2","K02000001","4","%","345"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Chinese","ONS 5+2","K02000001","2","%","286"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Asian other","ONS 5+2","K02000001","2","%","505"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Black","ONS 5+2","K02000001","5","%","1640"
"Disability Living Allowance (care component) by ethnic group of head","2010/11-2012/13","Other","ONS 5+2","K02000001","4","%","749"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","All","ONS 5+2","K02000001","7","%","77803"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","White","ONS 5+2","K02000001","7","%","71350"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","White British","ONS 5+2","K02000001","7","%","68390"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","White other","ONS 5+2","K02000001","3","%","2960"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","Mixed","ONS 5+2","K02000001","5","%","644"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","Asian","ONS 5+2","K02000001","4","%","3420"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","Indian","ONS 5+2","K02000001","5","%","1419"
"Disability Living Allowance (mobility component) by ethnic group of head","2010/11-2012/13","Pakistani","ONS 5+2","K02000001","7","%","865"
