"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","24,716",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","23,396",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","1,320",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","10","318",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","2,358",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","15","901",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","14","157",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","12","6,840",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","5,326",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","4,991",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","14","335",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","..","99","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","28","866",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","20","295",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","..","52","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","15,897",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","13,234",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","12,518",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","6","716",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","9","187",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","1,342",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","505",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","..","86","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","6,607",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","6,155",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","5,886",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","8","269",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","32","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","150",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","16","101",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2014-2018","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","19","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2014-2018","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","29,345",""
