"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","SEN_type","SEN_grouping","Admission_type","school_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","61.4","563","34571.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","52","2022","105078.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Sikh","50.8","163","8280.51"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Church of England","42.3","1185","50161.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Jewish","40.9","17","695"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Muslim","46.3","29","1343.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","41.5","10840","449819.76"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","45.3","363","16447.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","45.7","2585","118114.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Sikh","30","1","30"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Church of England","67.8","85","5767"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","63.4","781","49526.91"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","73.9","35","2588"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","62.9","78","4909.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Church of England","48.5","315","15285.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Jewish","56.9","8","455"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Muslim","61.2","12","734.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","43.9","3843","168704.93"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","48.1","146","7025"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","52.4","551","28867.38"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Sikh","58","14","811.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","50.4","10709","539965.68"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Hindu","11","1","11"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","59.3","551","32650.29"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","53.3","4","213"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","49.1","163795","8040128.62"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","50.7","3459","175490.27"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","51.1","18509","945012.12"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","46","3","138"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","53.9","2625","141610.39"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Hindu","60","131","7855.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","53.1","57","3025.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Muslim","59.6","985","58730"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","51.3","48164","2468450.84"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","63","992","62520.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","54.1","4024","217858.38"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","50.1","656","32857.26"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","48.3","19","917.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Muslim","61.1","41","2504"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","46.8","7299","341615.9"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","50.9","263","13384"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","53.3","1146","61091.16"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Sikh","55.3","36","1989.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","71.6","58","4155.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","59.6","162","9650.27"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","49.4","1538","75963.01"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Hindu","56.9","9","512.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","46.1","26","1197.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Muslim","47.1","22","1036.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","48","21395","1026699.22"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","56.1","524","29418.15"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","50","2980","149021.51"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Sikh","62.3","18","1121.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Church of England","47.9","766","36694.51"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Hindu","56.6","7","396.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Jewish","46","19","873.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Muslim","44.3","6","266"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","45.4","10654","484197.3"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","54.8","306","16760.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","48","1414","67807.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Sikh","65","11","714.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","49.5","1418","70186.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","53.5","12","642"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","56.7","81","4590"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","48.1","10641","511768.42"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","55.4","236","13081.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","51.8","3114","161417.13"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","67","1","67"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Church of England","38.3","277","10609"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Jewish","59.8","133","7951.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Muslim","40","1","40"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","42.6","2875","122412.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","51","61","3110.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","45.6","192","8757.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Church of England","46.2","11022","509002.91"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Hindu","51","4","204"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Jewish","56.2","420","23616.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Muslim","47.4","4","189.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","44.4","168210","7462130.74"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","48","3639","174643.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","46.6","17980","837557.31"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Sikh","47.5","2","95"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","41.7","519","21661.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","62.4","282","17595.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Muslim","54.7","6","328"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","44.4","5419","240545.63"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","52.5","125","6565.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","54.8","1084","59444.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Hindu","63.2","65","4107"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","53.5","30","1604"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","60.9","648","39458.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","53.9","23465","1264032.58"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","65.1","429","27948.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","56.3","2002","112779.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","57.6","125","7197.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","68.1","76","5172.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","87","1","87"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","67","815","54620.15"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","68.1","23","1567.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","56.4","84","4740.39"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","50.9","772","39268.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Hindu","58","2","116"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","46.3","7","324"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","48.2","16","770.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","50.5","10741","542501.92"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","58.1","218","12657.4"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","51.9","1566","81213.76"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","58.1","7","407"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","51.5","341","17572.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","42.1","11","462.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","61","29","1769.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","50","3456","172910.97"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","54.4","117","6359"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","54.2","595","32223.78"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Sikh","53.5","22","1178"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Church of England","45.7","242","11052.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Jewish","64.7","149","9644.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Muslim","57.6","5","288"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","No religious character","46.4","2544","118133.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","54","64","3454.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","50.1","192","9613"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Sikh","53.7","288","15477.76"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","46.2","2603","120347.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","46.1","29","1337"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Muslim","53.9","110","5933.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","44.8","21481","961588.18"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","49.3","599","29529.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","49","5699","279531.88"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Sikh","48.5","2","97"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","67.9","161","10939.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","87","1","87"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","65.3","1596","104147.06"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","47.8","384","18370.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Church of England","48.3","21731","1048968.59"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Hindu","43","5","215"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Jewish","57.9","971","56266.92"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Muslim","50.3","8","402.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","No religious character","46.7","332005","15502259.36"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Other Christian faith","49.3","7098","350133.9"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Roman catholic","48.9","36489","1782569.43"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","Sikh","46.6","5","233"
