"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","29","318"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","21","12,413"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","20","9,232"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","20","8,608"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","15","624"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","24","203"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","35","1,630"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","33","691"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","38","125"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","14","25,889"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","20,909"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","19,675"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","12","1,234"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","15","313"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","21","2,347"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","22","938"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","25","160"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","23","8,743"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","23","8,000"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","23","7,640"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","30","360"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","43","Suppressed"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","26","248"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","25","147"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","33","Suppressed"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","47,045"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","38,141"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","35,923"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","2,218"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","559"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","25","4,225"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","29","1,776"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","35","318"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","19","12,413"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","17","9,232"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","17","8,608"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","23","624"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","203"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","34","1,630"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","36","691"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","46","125"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","12","25,889"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","20,909"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","19,675"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","16","1,234"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","18","313"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","21","2,347"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","25","938"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","32","160"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","10","8,743"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","10","8,000"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","10","7,640"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","15","360"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","43","Suppressed"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","14","248"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","147"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","33","Suppressed"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","21","47,045"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","38,141"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","35,923"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","2,218"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","25","559"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","35","4,225"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","38","1,776"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","44","318"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","28","12,413"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","9,232"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","8,608"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","30","624"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","33","203"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","45","1,630"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","45","691"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","54","125"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","18","25,889"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","17","20,909"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","17","19,675"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","21","1,234"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","22","313"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","30","2,347"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","34","938"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","41","160"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","8,743"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","8,000"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","7,640"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","27","360"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","43","Suppressed"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","26","248"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","32","147"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","33","Suppressed"
