"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Age","Age Bracket Type","Employer / non-employer","UK Nation","Sector","Value","Value_type","Value_note","Denominator","Numerator"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Non employer","UK","P. Education ","14.4"," %","","286659","41309"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Non employer","UK","Q. Human health ","12.6"," %","","301159","37837"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Non employer","UK","R. Arts & entertainment ","14.8"," %","","262636","38909"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Non employer","UK","S. Other services ","20.4"," %","","271864","55440"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","All","85.6"," %","","1402265","1199805"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","England","All","85.2"," %","","1213880","1034692"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","Scotland","All","85.2"," %","","96501","82262"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","Wales","All","89.9"," %","","56429","50721"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","Northern Ireland","All","90.7"," %","","35016","31750"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","ABDE. Primary sector ","94.4"," %","","60388","57012"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","C. Manufacturing ","93.6"," %","","86724","81162"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","F. Construction ","91.6"," %","","176338","161587"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","G. Retail & wholesale ","87.9"," %","","240847","211779"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","H. Transport & storage ","91.1"," %","","49747","45344"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","I. Accommodation & food service ","82.8"," %","","134967","111768"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","J. Information & communication ","82.7"," %","","85734","70879"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","KL. Financial & real estate ","86.6"," %","","68576","59403"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","M. Professional & scientific ","87.8"," %","","197009","173003"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","N. Administrative services ","86.2"," %","","127528","109874"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","P. Education ","73.4"," %","","19949","14646"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","Q. Human health ","62.8"," %","","58789","36938"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","R. Arts & entertainment ","73.2"," %","","26959","19727"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","White","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","S. Other services ","67.7"," %","","67966","46032"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","All","5.1"," %","","1402265","71467"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","England","All","5.4"," %","","1213880","65707"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","Scotland","All","4.3"," %","","96501","4178"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","Wales","All","1.5"," %","","56429","834"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","Northern Ireland","All","2.1"," %","","35016","732"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","ABDE. Primary sector ","0.1"," %","","60388","83"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","C. Manufacturing ","2.8"," %","","86724","2453"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","F. Construction ","4.2"," %","","176338","7334"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","G. Retail & wholesale ","5.4"," %","","240847","12940"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","H. Transport & storage ","3.3"," %","","49747","1659"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","I. Accommodation & food service ","6.7"," %","","134967","8983"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","J. Information & communication ","7.9"," %","","85734","6761"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","KL. Financial & real estate ","6.6"," %","","68576","4508"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","M. Professional & scientific ","4.9"," %","","197009","9650"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","N. Administrative services ","5.6"," %","","127528","7144"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","P. Education ","4.5"," %","","19949","898"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","Q. Human health ","8.2"," %","","58789","4798"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","R. Arts & entertainment ","4.7"," %","","26959","1272"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Other","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","S. Other services ","4.3"," %","","67966","2954"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","All","9.3"," %","","1402265","130993"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","England","All","9.3"," %","","1213880","113481"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","Scotland","All","10.4"," %","","96501","10062"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","Wales","All","8.6"," %","","56429","4875"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","Northern Ireland","All","7.2"," %","","35016","2534"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","ABDE. Primary sector ","5.5"," %","","60388","3293"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","C. Manufacturing ","3.6"," %","","86724","3109"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","F. Construction ","4.2"," %","","176338","7417"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","G. Retail & wholesale ","6.7"," %","","240847","16128"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","H. Transport & storage ","5.5"," %","","49747","2744"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","I. Accommodation & food service ","10.5"," %","","134967","14216"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","J. Information & communication ","9.4"," %","","85734","8093"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","KL. Financial & real estate ","6.8"," %","","68576","4665"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","M. Professional & scientific ","7.3"," %","","197009","14356"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","N. Administrative services ","8.2"," %","","127528","10510"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","P. Education ","22.1"," %","","19949","4405"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","Q. Human health ","29"," %","","58789","17052"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","R. Arts & entertainment ","22.1"," %","","26959","5960"
"Percentage of Small and Medium Enterprise (SME) employers that are majority-led by those from an ethnic minority, White ethnic group, or unknown","Unknown","White & other","2019","Year","18+","Labour Force age bracket","Employer","UK","S. Other services ","27.9"," %","","67966","18979"
