"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value_type","Value","Numerator","Denominator","lower 95%","upper 95%"
"% of individuals unemployed","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","3.80%","2174","56620","1.60%","6.10%"
"% of individuals unemployed","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.50%","729455","16052832","4.40%","4.70%"
"% of individuals unemployed","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","10.20%","18822","183774","6.80%","13.60%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","8.30%","93443","1121452","7.10%","9.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","10.50%","55865","531257","8.50%","12.60%"
"% of individuals unemployed","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.70%","25909","386561","4.80%","8.60%"
"% of individuals unemployed","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","8.70%","194039","2223044","7.80%","9.60%"
"% of individuals unemployed","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.10%","923581","18288254","4.90%","5.20%"
"% of individuals unemployed","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.10%","338202","10967790","2.90%","3.20%"
"% of individuals unemployed","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","10.20%","14553","142795","6.10%","14.30%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","7.20%","67407","938539","5.90%","8.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","9.10%","36483","401650","6.80%","11.30%"
"% of individuals unemployed","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","7.00%","25000","354965","4.90%","9.10%"
"% of individuals unemployed","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","7.80%","143443","1837949","6.80%","8.80%"
"% of individuals unemployed","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.80%","481732","12814535","3.60%","3.90%"
"% of individuals unemployed","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","4.70%","267758.5","5753068","4.40%","4.90%"
"% of individuals unemployed","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","7.90%","4588","58431.5","2.40%","13.30%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","10.40%","23917.5","230502.5","7.30%","13.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","13.60%","17142.5","126373","8.70%","18.40%"
"% of individuals unemployed","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.40%","3242","60331","0.90%","9.90%"
"% of individuals unemployed","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","10.30%","48890","475638","8.10%","12.40%"
"% of individuals unemployed","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.10%","316648.5","6230822","4.80%","5.30%"
"% of individuals unemployed","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","6.50%","393263.5","6013809","6.30%","6.80%"
"% of individuals unemployed","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","12.30%","7147","57878.5","5.80%","18.90%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","11.50%","29586.5","257700.5","8.50%","14.50%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","15.70%","20887.5","132911","10.60%","20.80%"
"% of individuals unemployed","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","11.00%","6643","60135","4.80%","17.30%"
"% of individuals unemployed","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","12.60%","64264","508625","10.40%","14.90%"
"% of individuals unemployed","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.00%","457772.5","6525386","6.70%","7.30%"
"% of individuals unemployed","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","8.70%","359341","4142114","8.30%","9.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","18.90%","6074","32083","8.70%","29.20%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","11.80%","21780","184245","8.30%","15.30%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","18.00%","17916","99630","11.70%","24.20%"
"% of individuals unemployed","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","10.10%","4919","48685","3.20%","17%"
