"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Education","74","% of cohort","2995","2205"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","23975","345"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","274265","11175"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","18090","405"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","8330","210"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","11670","220"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","1870","10"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","2995","35"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","23975","1990"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","26","% of cohort","274265","70210"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","20","% of cohort","18090","3590"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","11670","1120"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","18","% of cohort","8330","1500"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","5","% of cohort","1870","100"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","2995","280"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","23975","2115"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","274265","28210"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","11","% of cohort","18090","2060"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","11670","1135"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","11","% of cohort","8330","910"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","1870","80"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","2995","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","23975","965"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2010/11","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","274265","6335"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","335490","7805"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","335490","31475"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2011/12","Academic year","England","Country","E92000001","All","All","Employment","20","% of cohort","335490","67955"
